Unnamed: 0,mapped_veh_id,timestamps_UTC,lat,lon,RS_E_InAirTemp_PC1,RS_E_InAirTemp_PC2,RS_E_OilPress_PC1,RS_E_OilPress_PC2,RS_E_RPM_PC1,RS_E_RPM_PC2,RS_E_WatTemp_PC1,RS_E_WatTemp_PC2,RS_T_OilTemp_PC1,RS_T_OilTemp_PC2,date,hour,air1,air2,oil1,oil2,water1,water2,maintenance
62,190,2023-08-01 12:27:13,51.1360067,4.5599938,34.0,40.0,376.0,317.0,1236.0,1214.0,83.0,77.0,84.0,81.0,2023-08-01,12:27:13,0,0,0,0,0,0,0
120,190,2023-08-01 07:55:10,51.2100637,4.4226589,21.0,39.0,248.0,213.0,792.0,805.0,83.0,77.0,84.0,80.0,2023-08-01,07:55:10,0,0,0,0,0,0,0
196,190,2023-08-01 13:14:20,51.1981515,5.1794895,43.0,39.0,407.0,376.0,1815.0,1860.0,82.0,80.0,83.0,82.0,2023-08-01,13:14:20,0,0,0,0,0,0,0
256,190,2023-08-01 14:43:14,51.2076055,5.2718466,31.0,40.0,396.0,358.0,1726.0,1761.0,82.0,80.0,84.0,81.0,2023-08-01,14:43:14,0,0,0,0,0,0,0
334,190,2023-08-01 05:40:10,51.1180169,5.2577744,22.0,40.0,431.0,386.0,1934.0,1871.0,82.0,76.0,84.0,81.0,2023-08-01,05:40:10,0,0,0,0,0,0,0
345,190,2023-08-01 10:27:14,51.2262927,5.4382654,23.0,40.0,351.0,220.0,1285.0,811.0,82.0,76.0,81.0,79.0,2023-08-01,10:27:14,0,0,0,0,0,0,0
403,190,2023-08-01 03:14:04,51.1905364,5.1127389,17.0,26.0,331.0,286.0,801.0,807.0,68.0,67.0,62.0,60.0,2023-08-01,03:14:04,0,0,0,0,0,0,0
464,190,2023-08-01 13:19:13,51.2111297,5.306101,37.0,38.0,393.0,355.0,1499.0,1498.0,86.0,83.0,89.0,88.0,2023-08-01,13:19:13,0,0,0,0,0,0,0
467,190,2023-08-01 13:46:14,51.2460367,5.5411324,29.0,38.0,244.0,207.0,799.0,797.0,81.0,76.0,81.0,78.0,2023-08-01,13:46:14,0,0,0,0,0,0,0
554,190,2023-08-01 19:15:25,51.1851415,4.8538825,27.0,38.0,224.0,196.0,803.0,789.0,81.0,77.0,82.0,82.0,2023-08-01,19:15:25,0,0,0,0,0,0,0
667,190,2023-08-01 10:36:09,51.2156144,5.423167,25.0,36.0,244.0,213.0,794.0,801.0,82.0,77.0,84.0,78.0,2023-08-01,10:36:09,0,0,0,0,0,0,0
1092,190,2023-08-02 21:38:36,50.9365926,5.3066673,17.0,28.0,317.0,231.0,800.0,805.0,70.0,76.0,59.0,74.0,2023-08-02,21:38:36,0,0,0,0,0,0,0
1328,190,2023-08-02 23:00:45,50.9365339,5.3067697,20.0,29.0,255.0,238.0,797.0,813.0,82.0,76.0,77.0,74.0,2023-08-02,23:00:45,0,0,0,0,0,0,0
