Unnamed: 0,mapped_veh_id,timestamps_UTC,lat,lon,RS_E_InAirTemp_PC1,RS_E_InAirTemp_PC2,RS_E_OilPress_PC1,RS_E_OilPress_PC2,RS_E_RPM_PC1,RS_E_RPM_PC2,RS_E_WatTemp_PC1,RS_E_WatTemp_PC2,RS_T_OilTemp_PC1,RS_T_OilTemp_PC2,date,hour,air1,air2,oil1,oil2,water1,water2,maintenance
19,142,2023-08-24 09:40:35,51.0336621,5.3305808,40.0,44.0,348.0,345.0,1796.0,1774.0,81.0,82.0,87.0,85.0,2023-08-24,09:40:35,0,0,0,0,0,0,0
100,142,2023-08-24 06:03:48,51.2461016,5.5418204,22.0,27.0,217.0,203.0,801.0,803.0,77.0,83.0,77.0,79.0,2023-08-24,06:03:48,0,0,0,0,0,0,0
102,142,2023-08-24 06:57:32,51.1906079,5.1148206,27.0,31.0,210.0,207.0,798.0,800.0,77.0,81.0,81.0,78.0,2023-08-24,06:57:32,0,0,0,0,0,0,0
346,142,2023-08-25 18:09:30,50.9331625,5.3180911,29.0,31.0,203.0,200.0,800.0,800.0,78.0,84.0,81.0,80.0,2023-08-25,18:09:30,0,0,0,0,0,0,0
352,142,2023-08-24 21:21:49,51.2164657,4.421037,29.0,30.0,210.0,210.0,799.0,802.0,77.0,82.0,79.0,77.0,2023-08-24,21:21:49,0,0,0,0,0,0,0
360,142,2023-08-24 08:23:43,51.138848,4.5423669,31.0,38.0,203.0,189.0,794.0,795.0,82.0,86.0,86.0,85.0,2023-08-24,08:23:43,0,0,0,0,0,0,0
369,142,2023-08-25 09:07:26,51.224749,4.4415597,23.0,34.0,217.0,200.0,797.0,793.0,77.0,82.0,76.0,77.0,2023-08-25,09:07:26,0,0,0,0,0,0,0
389,142,2023-08-25 10:42:20,51.2247817,4.4415686,26.0,35.0,213.0,203.0,795.0,798.0,78.0,82.0,77.0,79.0,2023-08-25,10:42:20,0,0,0,0,0,0,0
416,142,2023-08-25 02:28:14,51.1900269,5.11195,22.0,24.0,217.0,217.0,799.0,800.0,78.0,81.0,76.0,74.0,2023-08-25,02:28:14,0,0,0,0,0,0,0
423,142,2023-08-25 06:22:15,51.2206562,4.4450281,28.0,26.0,210.0,207.0,797.0,804.0,77.0,82.0,78.0,79.0,2023-08-25,06:22:15,0,0,0,0,0,0,0
