Unnamed: 0,mapped_veh_id,timestamps_UTC,lat,lon,RS_E_InAirTemp_PC1,RS_E_InAirTemp_PC2,RS_E_OilPress_PC1,RS_E_OilPress_PC2,RS_E_RPM_PC1,RS_E_RPM_PC2,RS_E_WatTemp_PC1,RS_E_WatTemp_PC2,RS_T_OilTemp_PC1,RS_T_OilTemp_PC2,date,hour,air1,air2,oil1,oil2,water1,water2,maintenance
24,178,2023-08-01 04:22:51,51.0529889,3.7415434,37.0,35.0,307.0,372.0,1498.0,1497.0,86.0,86.0,93.0,85.0,2023-08-01,04:22:51,0,0,0,0,0,0,0
163,178,2023-08-01 03:01:55,50.7489763,3.618329,40.0,39.0,331.0,400.0,1497.0,1500.0,82.0,84.0,92.0,87.0,2023-08-01,03:01:55,0,0,0,0,0,0,0
195,178,2023-08-24 13:45:12,51.0158313,3.7745252,26.0,31.0,203.0,255.0,797.0,800.0,74.0,76.0,73.0,67.0,2023-08-24,13:45:12,0,0,0,0,0,0,0
257,178,2023-08-01 14:57:00,51.0357,3.7101742,28.0,32.0,182.0,224.0,802.0,796.0,79.0,80.0,81.0,76.0,2023-08-01,14:57:00,0,0,0,0,0,0,0
268,178,2023-08-01 18:21:59,51.0395707,3.6940844,30.0,35.0,182.0,227.0,795.0,797.0,78.0,80.0,80.0,79.0,2023-08-01,18:21:59,0,0,0,0,0,0,0
331,178,2023-08-01 05:10:56,51.1791711,3.5772018,31.0,21.0,251.0,313.0,963.0,1003.0,78.0,79.0,85.0,79.0,2023-08-01,05:10:56,0,0,0,0,0,0,0
385,178,2023-08-01 14:31:44,51.0387565,3.6984196,26.0,32.0,207.0,244.0,919.0,861.0,80.0,81.0,84.0,77.0,2023-08-01,14:31:44,0,0,0,0,0,0,0
478,178,2023-08-01 17:22:02,51.036007,3.7103098,25.0,40.0,179.0,220.0,798.0,800.0,78.0,79.0,85.0,80.0,2023-08-01,17:22:02,0,0,0,0,0,0,0
533,178,2023-08-01 14:52:03,51.0356973,3.7102244,28.0,33.0,175.0,220.0,798.0,800.0,80.0,80.0,82.0,77.0,2023-08-01,14:52:03,0,0,0,0,0,0,0
741,178,2023-08-02 09:08:13,50.7421295,3.6019358,37.0,27.0,175.0,220.0,801.0,803.0,77.0,78.0,84.0,78.0,2023-08-02,09:08:13,0,0,0,0,0,0,0
851,178,2023-08-25 10:38:32,51.0159846,3.7741893,22.0,27.0,338.0,389.0,802.0,801.0,53.0,54.0,45.0,39.0,2023-08-25,10:38:32,0,0,0,0,0,0,0
966,178,2023-08-02 03:38:09,51.0386712,3.7562516,40.0,36.0,158.0,196.0,797.0,802.0,82.0,87.0,89.0,88.0,2023-08-02,03:38:09,0,0,0,0,0,0,0
979,178,2023-08-02 07:16:05,51.1545785,3.6148062,37.0,34.0,158.0,203.0,794.0,799.0,83.0,87.0,95.0,88.0,2023-08-02,07:16:05,0,0,0,0,0,0,0
1027,178,2023-08-25 11:01:30,51.0159741,3.7741307,23.0,30.0,244.0,282.0,804.0,800.0,66.0,68.0,62.0,57.0,2023-08-25,11:01:30,0,0,0,0,0,0,0
1136,178,2023-08-02 01:04:08,51.0165098,3.7721006,23.0,22.0,213.0,272.0,796.0,796.0,73.0,73.0,73.0,66.0,2023-08-02,01:04:08,0,0,0,0,0,0,0
1188,178,2023-08-02 00:38:11,51.0164469,3.7722417,22.0,22.0,265.0,317.0,803.0,803.0,64.0,64.0,63.0,56.0,2023-08-02,00:38:11,0,0,0,0,0,0,0
1204,178,2023-08-02 08:57:58,50.7423433,3.6025427,37.0,29.0,169.0,210.0,797.0,801.0,80.0,80.0,85.0,83.0,2023-08-02,08:57:58,0,0,0,0,0,0,0
1211,178,2023-08-02 11:32:18,51.062891,3.739672,38.0,40.0,162.0,193.0,911.0,822.0,85.0,85.0,89.0,85.0,2023-08-02,11:32:18,0,0,0,0,0,0,0
1245,178,2023-08-02 10:38:04,51.1221349,3.6736327,46.0,43.0,296.0,320.0,1498.0,1499.0,83.0,85.0,91.0,89.0,2023-08-02,10:38:04,0,0,0,0,0,0,0
1372,178,2023-08-02 22:07:21,51.016217,3.7728723,23.0,20.0,258.5,303.0,799.5,801.0,65.0,65.0,63.0,58.0,2023-08-02,22:07:21,0,0,0,0,0,0,0
1408,178,2023-08-03 02:40:41,51.0401139,3.6942608,29.0,20.0,186.0,224.0,800.0,798.0,79.0,80.0,82.0,77.0,2023-08-03,02:40:41,0,0,0,0,0,0,0
1439,178,2023-08-03 18:59:00,50.7425424,3.6031974,34.0,30.0,169.0,220.0,801.0,804.0,78.0,78.0,84.0,79.0,2023-08-03,18:59:00,0,0,0,0,0,0,0
1493,178,2023-08-03 04:50:45,51.1809055,3.5750909,32.0,38.0,158.0,193.0,807.0,799.0,80.0,83.0,91.0,84.0,2023-08-03,04:50:45,0,0,0,0,0,0,0
1524,178,2023-08-03 17:39:58,51.0390832,3.7558236,40.0,38.0,155.0,189.0,795.0,794.0,87.0,86.0,93.0,87.0,2023-08-03,17:39:58,0,0,0,0,0,0,0
1576,178,2023-08-03 09:23:49,51.1070985,3.7022752,36.0,37.0,158.0,200.0,777.0,801.0,81.0,81.0,89.0,86.0,2023-08-03,09:23:49,0,0,0,0,0,0,0
1638,178,2023-08-03 16:54:58,51.159449,3.6068165,41.0,43.0,276.0,320.0,1818.0,1472.0,86.0,88.0,95.0,92.0,2023-08-03,16:54:58,0,0,0,0,0,0,0
1697,178,2023-08-04 19:45:58,50.8245533,3.8146465,41.0,36.0,296.0,369.0,1420.0,1467.0,82.0,83.0,89.0,84.0,2023-08-04,19:45:58,0,0,0,0,0,0,0
1698,178,2023-08-04 20:55:20,51.0335436,3.7177696,36.0,29.0,165.0,207.0,802.0,797.0,83.0,82.0,87.0,83.0,2023-08-04,20:55:20,0,0,0,0,0,0,0
1709,178,2023-08-04 05:52:28,50.9723272,3.6311135,38.0,38.0,151.0,196.0,821.0,855.0,87.0,90.0,92.0,91.0,2023-08-04,05:52:28,0,0,0,0,0,0,0
1756,178,2023-08-04 18:49:58,51.019606,3.7654849,40.0,41.0,151.0,186.0,804.0,799.0,85.0,87.0,90.0,87.0,2023-08-04,18:49:58,0,0,0,0,0,0,0
1771,178,2023-08-04 04:49:23,50.7421804,3.6019629,33.0,25.0,165.0,207.0,802.0,798.0,78.0,79.0,88.0,84.0,2023-08-04,04:49:23,0,0,0,0,0,0,0
