Unnamed: 0,mapped_veh_id,timestamps_UTC,lat,lon,RS_E_InAirTemp_PC1,RS_E_InAirTemp_PC2,RS_E_OilPress_PC1,RS_E_OilPress_PC2,RS_E_RPM_PC1,RS_E_RPM_PC2,RS_E_WatTemp_PC1,RS_E_WatTemp_PC2,RS_T_OilTemp_PC1,RS_T_OilTemp_PC2,date,hour,air1,air2,oil1,oil2,water1,water2,maintenance
223,191,2023-08-24 23:14:56,50.936905,5.311552,33.0,28.0,268.0,284.75,797.0,795.25,80.0,80.0,74.25,73.5,2023-08-24,23:14:56,0,0,0,0,0,0,0
237,191,2023-08-25 03:38:43,50.9368871,5.3115217,35.0,33.0,265.0,272.0,804.0,799.0,80.0,80.0,74.0,76.0,2023-08-25,03:38:43,0,0,0,0,0,0,0
298,191,2023-08-24 23:49:55,50.9368634,5.3114774,35.0,30.0,265.5,279.0,804.0,801.0,81.0,80.0,76.5,75.5,2023-08-24,23:49:55,0,0,0,0,0,0,0
299,191,2023-08-25 00:00:32,50.9368764,5.3115574,36.0,30.0,270.5,277.5,808.5,793.0,81.0,80.0,75.5,74.0,2023-08-25,00:00:32,0,0,0,0,0,0,0
445,191,2023-08-25 12:58:33,50.9306971,5.3280901,38.0,38.0,262.0,279.0,797.0,798.0,80.0,79.0,76.0,74.0,2023-08-25,12:58:33,0,0,0,0,0,0,0
459,191,2023-08-01 10:04:54,51.1889837,5.1052522,40.0,38.0,417.0,417.0,1499.0,1499.0,86.0,86.0,86.0,88.0,2023-08-01,10:04:54,0,0,0,0,0,0,0
483,191,2023-08-01 18:05:53,51.1902019,5.1122445,40.0,40.0,238.0,248.0,798.0,801.0,82.0,83.0,85.0,82.0,2023-08-01,18:05:53,0,0,0,0,0,0,0
556,191,2023-08-25 00:35:16,50.9368787,5.3115543,36.0,31.0,263.0,281.0,796.0,798.6666666666666,81.0,80.0,76.0,75.33333333333333,2023-08-25,00:35:16,0,0,0,0,0,0,0
557,191,2023-08-25 00:36:22,50.9369038,5.3115245,36.0,31.0,262.0,280.5,797.5,800.5,81.0,80.0,76.0,75.0,2023-08-25,00:36:22,0,0,0,0,0,0,0
566,191,2023-08-01 02:58:46,51.1908111,5.1139737,31.0,33.0,469.0,424.0,1462.0,785.0,79.0,81.0,76.0,77.0,2023-08-01,02:58:46,0,0,0,0,0,0,0
664,191,2023-08-01 09:34:53,51.1595726,4.6640856,41.0,40.0,438.0,441.0,1913.0,1912.0,85.0,85.0,83.0,80.0,2023-08-01,09:34:53,0,0,0,0,0,0,0
714,191,2023-08-25 16:05:34,50.9306532,5.3281363,40.0,36.0,251.0,262.0,800.0,800.0,83.0,80.0,77.0,78.0,2023-08-25,16:05:34,0,0,0,0,0,0,0
723,191,2023-08-02 04:44:29,51.1825408,4.8321376,36.0,38.0,238.0,255.0,797.0,804.0,85.0,83.0,81.0,81.0,2023-08-02,04:44:29,0,0,0,0,0,0,0
734,191,2023-08-24 23:05:59,50.9369056,5.3115581,33.0,28.0,265.0,286.0,788.0,797.0,80.0,80.0,74.0,73.0,2023-08-24,23:05:59,0,0,0,0,0,0,0
885,191,2023-08-02 05:29:31,51.2217157,5.4371953,38.0,37.0,255.0,255.0,796.0,800.0,79.0,81.0,78.0,79.0,2023-08-02,05:29:31,0,0,0,0,0,0,0
1005,191,2023-08-02 14:19:41,51.1906758,5.1147447,39.0,39.0,244.0,248.0,798.0,803.0,82.0,80.0,80.0,79.0,2023-08-02,14:19:41,0,0,0,0,0,0,0
1021,191,2023-08-02 18:05:39,51.1906557,5.1147867,34.0,38.0,241.0,248.0,800.0,804.0,83.0,81.0,81.0,81.0,2023-08-02,18:05:39,0,0,0,0,0,0,0
1052,191,2023-08-02 06:36:34,51.2220234,5.4373249,41.0,41.0,417.0,434.0,1326.0,1343.0,80.0,80.0,78.0,77.0,2023-08-02,06:36:34,0,0,0,0,0,0,0
1138,191,2023-08-02 01:31:32,51.190136,5.1125732,28.0,27.0,327.0,345.0,797.0,799.0,71.0,70.0,62.0,60.0,2023-08-02,01:31:32,0,0,0,0,0,0,0
1171,191,2023-08-02 14:18:41,51.1899409,5.1106108,39.0,38.0,244.0,244.0,810.0,824.0,81.0,80.0,79.0,80.0,2023-08-02,14:18:41,0,0,0,0,0,0,0
1217,191,2023-08-02 16:16:43,51.1891865,4.8423852,41.0,39.0,234.0,241.0,795.0,802.0,82.0,80.0,81.0,82.0,2023-08-02,16:16:43,0,0,0,0,0,0,0
1237,191,2023-08-02 04:16:28,51.1982452,4.433549,41.0,41.0,420.0,451.0,1382.0,1522.0,84.0,83.0,81.0,81.0,2023-08-02,04:16:28,0,0,0,0,0,0,0
1243,191,2023-08-02 07:12:30,51.1839633,5.0770626,42.0,43.0,431.0,438.0,1817.0,1795.0,86.0,85.0,82.0,84.0,2023-08-02,07:12:30,0,0,0,0,0,0,0
1327,191,2023-08-02 22:23:49,51.1692471,4.9909919,40.0,40.0,414.0,300.0,1250.0,991.0,86.0,88.0,90.0,89.0,2023-08-02,22:23:49,0,0,0,0,0,0,0
1360,191,2023-08-03 13:42:56,51.2215815,4.4444533,35.0,33.0,293.0,303.0,870.0,911.0,80.0,81.0,76.0,78.0,2023-08-03,13:42:56,0,0,0,0,0,0,0
1386,191,2023-08-03 10:36:49,51.2244502,4.4408712,26.0,23.0,376.0,365.0,801.0,811.0,63.0,65.0,55.0,55.0,2023-08-03,10:36:49,0,0,0,0,0,0,0
1512,191,2023-08-03 13:26:55,51.2244587,4.4408113,33.0,33.0,269.0,269.0,792.0,796.0,80.0,80.0,75.0,75.0,2023-08-03,13:26:55,0,0,0,0,0,0,0
1539,191,2023-08-03 05:13:56,51.1994966,4.4329342,37.0,33.0,269.0,269.0,795.0,799.0,79.0,78.0,72.0,74.0,2023-08-03,05:13:56,0,0,0,0,0,0,0
1606,191,2023-08-02 22:38:49,51.1903827,5.1139314,40.0,40.0,248.0,262.0,800.0,799.0,82.0,78.0,81.0,77.0,2023-08-02,22:38:49,0,0,0,0,0,0,0
2548,191,2023-08-07 05:39:55,51.0336905,5.3418211,39.0,38.0,445.0,455.0,1829.0,1836.0,86.0,84.0,83.0,83.0,2023-08-07,05:39:55,0,0,0,0,0,0,0
3217,191,2023-08-09 12:19:43,51.1805398,4.8272929,40.0,41.0,244.0,241.0,800.0,798.0,85.0,84.0,85.0,82.0,2023-08-09,12:19:43,0,0,0,0,0,0,0
3240,191,2023-08-09 04:02:05,50.9309227,5.3269548,28.0,34.0,331.0,276.0,794.0,798.0,71.0,80.0,65.0,76.0,2023-08-09,04:02:05,0,0,0,0,0,0,0
3326,191,2023-08-09 03:29:13,50.9356516,5.3131024,26.0,35.0,420.0,272.0,801.0,797.0,57.0,80.0,44.0,74.0,2023-08-09,03:29:13,0,0,0,0,0,0,0
3339,191,2023-08-09 06:37:06,51.0654879,5.2295217,37.0,38.0,238.0,241.0,818.0,834.0,87.0,87.0,87.0,88.0,2023-08-09,06:37:06,0,0,0,0,0,0,0
3369,191,2023-08-09 03:00:08,50.9356769,5.3131216,20.0,35.0,545.0,276.0,801.0,800.0,31.0,80.0,23.0,76.0,2023-08-09,03:00:08,0,0,0,0,0,0,0
3373,191,2023-08-09 05:34:10,51.0385313,5.2787394,36.0,36.0,431.0,431.0,1500.0,1499.0,86.0,86.0,87.0,87.0,2023-08-09,05:34:10,0,0,0,0,0,0,0
3430,191,2023-08-09 11:56:13,51.190541,5.1143401,41.0,41.0,265.0,272.0,798.0,800.0,81.0,78.0,75.0,74.0,2023-08-09,11:56:13,0,0,0,0,0,0,0
3467,191,2023-08-09 12:07:20,51.1690897,4.9901881,41.0,41.0,241.0,241.0,802.0,797.0,83.0,84.0,85.0,82.0,2023-08-09,12:07:20,0,0,0,0,0,0,0
3578,191,2023-08-10 09:44:04,50.9794531,5.3483387,48.0,42.0,410.0,410.0,1755.0,1776.0,87.0,87.0,89.0,87.0,2023-08-10,09:44:04,0,0,0,0,0,0,0
3616,191,2023-08-10 09:58:12,50.9307237,5.3278272,38.0,40.0,251.0,255.0,801.0,797.0,82.0,82.0,81.0,79.0,2023-08-10,09:58:12,0,0,0,0,0,0,0
3631,191,2023-08-09 22:00:22,51.1658035,4.7482337,38.0,40.0,217.0,227.0,798.0,798.0,84.0,84.0,87.0,89.0,2023-08-09,22:00:22,0,0,0,0,0,0,0
3691,191,2023-08-10 11:05:11,51.190755,5.1155469,40.0,39.0,251.0,255.0,797.0,805.0,82.0,80.0,82.0,79.0,2023-08-10,11:05:11,0,0,0,0,0,0,0
3706,191,2023-08-10 19:47:37,51.1906295,5.1138914,41.0,37.0,255.0,272.0,801.0,799.0,82.0,79.0,79.0,75.0,2023-08-10,19:47:37,0,0,0,0,0,0,0
3792,191,2023-08-10 20:29:36,51.1904269,5.112811,41.0,38.0,255.0,269.0,802.0,819.0,82.0,79.0,80.0,76.0,2023-08-10,20:29:36,0,0,0,0,0,0,0
3974,191,2023-08-10 21:35:41,50.9356096,5.309038,42.0,40.0,258.0,258.0,801.0,783.0,82.0,82.0,82.0,79.0,2023-08-10,21:35:41,0,0,0,0,0,0,0
3976,191,2023-08-11 00:54:44,50.9361002,5.3064534,36.0,40.0,265.0,272.0,799.0,800.0,81.0,78.0,77.0,74.0,2023-08-11,00:54:44,0,0,0,0,0,0,0
4073,191,2023-08-10 23:30:42,50.9351834,5.3101443,37.0,41.0,255.0,272.0,795.0,805.0,81.0,78.0,75.0,74.0,2023-08-10,23:30:42,0,0,0,0,0,0,0
4075,191,2023-08-11 00:15:39,50.9361316,5.3064381,37.0,39.0,265.0,272.0,798.0,802.0,81.0,78.0,81.0,74.0,2023-08-11,00:15:39,0,0,0,0,0,0,0
4174,191,2023-08-11 09:58:03,50.937202,5.3076988,38.0,40.0,286.0,282.0,802.0,803.0,80.0,80.0,70.0,70.0,2023-08-11,09:58:03,0,0,0,0,0,0,0
4393,191,2023-08-14 14:05:38,50.9308999,5.327135,42.0,39.0,313.0,296.0,803.0,800.0,76.0,79.0,63.0,66.0,2023-08-14,14:05:38,0,0,0,0,0,0,0
4514,191,2023-08-14 14:20:38,51.0298214,5.350993,40.0,45.0,244.0,248.0,799.0,804.0,83.0,82.0,83.0,84.0,2023-08-14,14:20:38,0,0,0,0,0,0,0
4969,191,2023-08-16 04:49:44,51.1907704,5.1147525,29.0,23.0,341.0,351.0,803.0,803.0,67.0,68.0,61.0,57.0,2023-08-16,04:49:44,0,0,0,0,0,0,0
5457,191,2023-08-17 16:28:17,50.9356804,5.3109076,37.0,32.0,276.0,279.0,803.0,799.0,80.0,79.0,75.0,75.0,2023-08-17,16:28:17,0,0,0,0,0,0,0
5561,191,2023-08-18 07:16:30,50.9304307,5.3278026,35.0,34.0,276.0,279.0,798.0,799.0,80.0,80.0,75.0,74.0,2023-08-18,07:16:30,0,0,0,0,0,0,0
