Unnamed: 0,mapped_veh_id,timestamps_UTC,lat,lon,RS_E_InAirTemp_PC1,RS_E_InAirTemp_PC2,RS_E_OilPress_PC1,RS_E_OilPress_PC2,RS_E_RPM_PC1,RS_E_RPM_PC2,RS_E_WatTemp_PC1,RS_E_WatTemp_PC2,RS_T_OilTemp_PC1,RS_T_OilTemp_PC2,date,hour,air1,air2,oil1,oil2,water1,water2,maintenance
188,133,2023-08-01 11:22:06,50.4004132,4.4596584,25.0,25.0,358.0,451.0,803.0,798.0,56.0,46.0,45.0,39.0,2023-08-01,11:22:06,0,0,0,0,0,0,0
258,133,2023-08-25 09:36:55,50.3996987,4.4592436,33.0,37.0,217.0,241.0,798.0,799.0,77.0,79.0,78.0,76.0,2023-08-25,09:36:55,0,0,0,0,0,0,0
320,133,2023-08-25 09:51:46,50.399755,4.4593017,33.0,38.0,220.0,238.0,797.0,804.0,77.0,78.0,76.0,76.0,2023-08-25,09:51:46,0,0,0,0,0,0,0
652,133,2023-08-01 06:10:21,50.4004117,4.459433,25.0,26.0,317.0,410.0,797.0,799.0,61.0,52.0,50.0,44.0,2023-08-01,06:10:21,0,0,0,0,0,0,0
873,133,2023-08-25 14:41:56,50.506108,4.2347311,50.0,43.0,193.0,210.0,797.0,801.0,82.0,85.0,84.0,82.0,2023-08-25,14:41:56,0,0,0,0,0,0,0
882,133,2023-08-25 16:06:56,50.5002301,4.3268193,47.0,41.0,193.0,200.0,800.0,799.0,86.0,85.0,83.0,85.0,2023-08-25,16:06:56,0,0,0,0,0,0,0
1029,133,2023-08-25 11:52:47,50.3997394,4.4592805,37.0,41.0,213.0,217.0,801.0,797.0,78.0,83.0,75.0,82.0,2023-08-25,11:52:47,0,0,0,0,0,0,0
1049,133,2023-08-25 18:04:01,50.4328264,4.332361,40.0,45.0,186.0,196.0,799.0,798.0,88.0,85.0,85.0,84.0,2023-08-25,18:04:01,0,0,0,0,0,0,0
1051,133,2023-08-25 18:14:58,50.4581985,4.2476259,50.0,42.0,186.0,200.0,801.0,799.0,84.0,85.0,87.0,87.0,2023-08-25,18:14:58,0,0,0,0,0,0,0
8027,133,2023-08-28 09:19:01,50.070068,4.5037979,43.0,40.0,179.0,196.0,799.0,796.0,86.0,84.0,88.0,85.0,2023-08-28,09:19:01,0,0,0,0,0,0,0
