Unnamed: 0,mapped_veh_id,timestamps_UTC,lat,lon,RS_E_InAirTemp_PC1,RS_E_InAirTemp_PC2,RS_E_OilPress_PC1,RS_E_OilPress_PC2,RS_E_RPM_PC1,RS_E_RPM_PC2,RS_E_WatTemp_PC1,RS_E_WatTemp_PC2,RS_T_OilTemp_PC1,RS_T_OilTemp_PC2,date,hour,air1,air2,oil1,oil2,water1,water2,maintenance
119,184,2023-08-24 11:56:17,50.936516,5.3066838,27.0,30.0,479.0,417.0,799.0,802.0,58.0,55.0,44.0,44.0,2023-08-24,11:56:17,0,0,0,0,0,0,0
185,184,2023-08-24 11:58:17,50.9365338,5.3067186,28.0,30.0,472.0,407.0,800.5,803.0,60.0,57.0,48.0,46.0,2023-08-24,11:58:17,0,0,0,0,0,0,0
2420,184,2023-08-07 06:43:34,50.9363614,5.3055914,15.0,20.0,493.0,479.0,796.0,798.0,54.0,45.0,46.0,40.0,2023-08-07,06:43:34,0,0,0,0,0,0,0
2680,184,2023-08-07 09:55:37,50.9355405,5.3101212,25.0,30.0,313.0,248.0,795.0,804.0,81.0,80.0,78.0,81.0,2023-08-07,09:55:37,0,0,0,0,0,0,0
5286,184,2023-08-17 01:03:26,50.9355578,5.310086,22.0,36.0,296.0,238.0,779.0,798.0,80.0,80.0,79.0,80.0,2023-08-17,01:03:26,0,0,0,0,0,0,0
6273,184,2023-08-21 12:39:30,50.9355688,5.3100851,31.0,40.0,307.0,238.0,792.0,800.0,81.0,81.0,79.0,79.0,2023-08-21,12:39:30,0,0,0,0,0,0,0
6298,184,2023-08-21 09:15:28,50.9355424,5.3100568,26.0,32.0,427.0,338.0,801.0,797.0,63.0,63.0,55.0,55.0,2023-08-21,09:15:28,0,0,0,0,0,0,0
6343,184,2023-08-21 08:42:24,50.9355475,5.3101131,22.0,22.0,569.0,555.0,799.0,799.0,33.0,31.0,25.0,23.0,2023-08-21,08:42:24,0,0,0,0,0,0,0
7353,184,2023-08-24 12:51:11,50.9364957,5.3066728,37.0,30.0,327.0,255.0,800.0,806.0,81.0,80.0,74.0,76.0,2023-08-24,12:51:11,0,0,0,0,0,0,0
7481,184,2023-08-24 15:58:03,50.9365113,5.3067038,35.0,30.0,331.0,255.0,798.0,796.0,80.0,80.0,78.0,79.0,2023-08-24,15:58:03,0,0,0,0,0,0,0
7550,184,2023-08-24 15:20:11,50.9365249,5.3067019,33.0,29.0,338.0,255.0,796.0,803.0,79.0,80.0,77.0,78.0,2023-08-24,15:20:11,0,0,0,0,0,0,0
11036,184,2023-08-07 09:05:32,50.9355661,5.3100835,24.0,28.0,320.0,244.0,804.0,803.0,80.0,80.0,77.0,78.0,2023-08-07,09:05:32,0,0,0,0,0,0,0
11117,184,2023-08-07 06:56:35,50.9355281,5.3100905,17.0,22.0,431.0,393.0,795.0,795.0,64.0,55.0,55.0,46.0,2023-08-07,06:56:35,0,0,0,0,0,0,0
11119,184,2023-08-07 07:26:36,50.9355312,5.3100734,18.0,23.0,389.0,310.0,803.0,794.0,66.0,67.0,61.0,61.0,2023-08-07,07:26:36,0,0,0,0,0,0,0
13604,184,2023-08-16 22:21:19,50.9355396,5.3100923,23.0,31.0,348.0,279.0,800.0,800.0,75.0,73.0,67.0,65.0,2023-08-16,22:21:19,0,0,0,0,0,0,0
14816,184,2023-08-21 14:14:34,50.935553,5.3100753,33.0,40.0,307.0,238.0,793.0,812.0,80.0,80.0,79.0,79.0,2023-08-21,14:14:34,0,0,0,0,0,0,0
15498,184,2023-08-23 14:22:43,50.935539,5.3100607,27.0,32.0,531.0,562.0,804.0,797.0,43.0,25.0,30.0,25.0,2023-08-23,14:22:43,0,0,0,0,0,0,0
15725,184,2023-08-24 13:07:11,50.9365109,5.3067045,37.0,31.0,320.0,255.0,796.0,801.0,82.0,80.0,78.0,77.0,2023-08-24,13:07:11,0,0,0,0,0,0,0
18958,184,2023-08-07 07:05:32,50.9355314,5.310085,18.0,22.0,417.0,362.0,801.0,801.0,63.0,58.0,57.0,50.0,2023-08-07,07:05:32,0,0,0,0,0,0,0
21857,184,2023-08-17 01:41:20,50.9355366,5.3100723,22.0,36.0,313.0,241.0,800.0,799.0,80.0,80.0,79.0,81.0,2023-08-17,01:41:20,0,0,0,0,0,0,0
21890,184,2023-08-16 23:09:24,50.935549,5.3101132,23.0,34.0,317.0,238.0,798.0,799.0,80.0,80.0,77.0,79.0,2023-08-16,23:09:24,0,0,0,0,0,0,0
22880,184,2023-08-21 12:52:30,50.9355667,5.310051,33.0,42.0,310.0,234.0,799.0,802.0,80.0,80.0,79.0,79.0,2023-08-21,12:52:30,0,0,0,0,0,0,0
22953,184,2023-08-21 08:55:24,50.9366946,5.304129,25.0,26.0,507.0,458.0,808.0,817.0,49.0,48.0,41.0,41.0,2023-08-21,08:55:24,0,0,0,0,0,0,0
22954,184,2023-08-21 09:01:27,50.9368604,5.3035276,27.0,29.0,483.0,472.0,795.0,894.0,54.0,53.0,43.0,43.0,2023-08-21,09:01:27,0,0,0,0,0,0,0
24033,184,2023-08-24 15:41:18,50.936524,5.3067242,35.0,30.0,334.0,258.0,801.0,799.0,80.0,80.0,77.0,77.0,2023-08-24,15:41:18,0,0,0,0,0,0,0
24064,184,2023-08-24 11:41:11,50.9365262,5.3066467,23.0,25.0,558.0,538.0,799.0,798.0,41.0,38.0,32.0,32.0,2023-08-24,11:41:11,0,0,0,0,0,0,0
24070,184,2023-08-24 14:36:17,50.9365021,5.3067383,33.0,28.0,331.0,258.0,802.0,801.0,79.0,79.0,77.0,77.0,2023-08-24,14:36:17,0,0,0,0,0,0,0
24963,184,2023-08-24 11:50:13,50.9365363,5.3067038,25.0,28.0,503.0,476.0,783.0,800.0,53.0,50.0,39.0,40.0,2023-08-24,11:50:13,0,0,0,0,0,0,0
24972,184,2023-08-24 13:25:12,50.9364998,5.3067428,39.0,30.0,331.0,258.0,796.0,794.0,79.0,81.0,79.0,79.0,2023-08-24,13:25:12,0,0,0,0,0,0,0
25270,184,2023-08-24 12:44:14,50.9364922,5.3067903,37.0,30.0,334.0,262.0,802.0,800.0,80.0,80.0,74.0,73.0,2023-08-24,12:44:14,0,0,0,0,0,0,0
27349,184,2023-08-07 10:34:36,50.9355576,5.3100632,26.0,32.0,317.0,248.0,800.0,799.0,80.0,80.0,79.0,79.0,2023-08-07,10:34:36,0,0,0,0,0,0,0
27505,184,2023-08-07 08:45:38,50.9355652,5.3100753,22.0,28.0,331.0,244.0,796.0,791.0,78.0,80.0,74.0,78.0,2023-08-07,08:45:38,0,0,0,0,0,0,0
27543,184,2023-08-07 10:39:39,50.9355452,5.3100954,26.0,32.0,317.0,244.0,799.0,804.0,80.0,80.0,77.0,79.0,2023-08-07,10:39:39,0,0,0,0,0,0,0
30122,184,2023-08-16 22:03:25,50.9355371,5.3100942,21.0,29.0,389.0,317.0,796.0,798.0,68.0,66.0,57.0,58.0,2023-08-16,22:03:25,0,0,0,0,0,0,0
30234,184,2023-08-17 00:37:28,50.9355721,5.3100715,22.0,36.0,317.0,241.0,793.0,798.0,80.0,80.0,78.0,79.0,2023-08-17,00:37:28,0,0,0,0,0,0,0
