mapped_veh_id,timestamps_UTC,lat,lon,RS_E_InAirTemp_PC1,RS_E_InAirTemp_PC2,RS_E_OilPress_PC1,RS_E_OilPress_PC2,RS_E_RPM_PC1,RS_E_RPM_PC2,RS_E_WatTemp_PC1,RS_E_WatTemp_PC2,RS_T_OilTemp_PC1,RS_T_OilTemp_PC2,date,hour
125,2023-08-24 12:06:22,51.2158504,4.4209835,40.0,36.0,210.0,224.0,792.0,804.0,77.0,82.0,78.0,81.0,2023-08-24,12:06:22
125,2023-08-25 08:00:20,51.187995,5.0998738,35.0,30.0,200.0,217.0,823.0,829.0,83.0,83.0,84.0,87.0,2023-08-25,08:00:20
125,2023-08-25 20:07:40,51.1907255,5.1145334,32.0,35.0,296.0,234.0,809.0,800.0,60.0,79.0,59.0,78.0,2023-08-25,20:07:40
125,2023-08-25 04:09:29,51.1702241,4.9442581,39.0,38.0,179.0,200.0,803.0,798.0,83.0,83.0,84.0,86.0,2023-08-25,04:09:29
125,2023-08-25 09:26:23,51.1357975,4.5578109,40.0,40.0,210.0,220.0,821.0,832.0,80.0,81.0,82.0,86.0,2023-08-25,09:26:23
125,2023-08-25 10:29:16,51.0758521,5.2317229,40.0,43.0,341.0,345.0,1476.0,1436.0,85.0,85.0,89.0,89.0,2023-08-25,10:29:16
125,2023-08-25 04:46:26,51.1991984,4.4324673,39.0,30.0,207.0,220.0,805.0,796.0,80.0,82.0,82.0,83.0,2023-08-25,04:46:26
125,2023-08-25 07:17:21,50.9909502,5.3487425,40.0,40.0,193.0,200.0,805.0,804.0,88.0,91.0,89.0,92.0,2023-08-25,07:17:21
125,2023-08-25 08:03:34,51.1752396,5.0273718,39.0,37.0,376.0,407.0,1802.0,1857.0,81.0,82.0,82.0,85.0,2023-08-25,08:03:34
125,2023-08-25 09:49:17,51.1749241,4.8927991,40.0,40.0,196.0,213.0,797.0,798.0,80.0,82.0,81.0,82.0,2023-08-25,09:49:17
125,2023-08-03 21:04:16,50.9369017,5.3122489,25.0,21.0,438.0,338.0,805.0,799.0,45.0,64.0,41.0,57.0,2023-08-03,21:04:16
125,2023-08-03 20:27:02,50.93678803333334,5.312335266666667,17.0,17.0,528.3333333333334,521.3333333333334,799.0,797.6666666666666,31.0,39.0,24.0,31.33333333333333,2023-08-03,20:27:02
125,2023-08-03 08:09:05,50.935669,5.3109336,29.0,21.0,379.0,241.0,804.0,801.0,51.0,80.0,50.0,81.0,2023-08-03,08:09:05
125,2023-08-03 06:57:05,50.9366633,5.3076687,27.0,18.0,403.0,262.0,802.0,822.0,47.0,77.0,46.0,73.0,2023-08-03,06:57:05
125,2023-08-03 21:20:17,50.9369181,5.3122554,26.0,21.0,407.0,303.0,795.0,804.0,47.0,70.0,44.0,63.0,2023-08-03,21:20:17
125,2023-08-04 14:29:47,51.1906106,5.1138977,38.0,37.0,234.0,231.0,796.0,800.0,77.0,81.0,77.0,81.0,2023-08-04,14:29:47
125,2023-08-04 16:21:51,51.0279441,5.3521151,42.0,40.0,193.0,203.0,801.0,802.0,87.0,87.0,90.0,89.0,2023-08-04,16:21:51
125,2023-08-04 12:02:44,50.935606,5.3133805,32.0,27.0,369.0,258.0,795.0,786.0,51.0,77.0,48.0,71.0,2023-08-04,12:02:44
125,2023-08-04 12:51:47,50.9355764,5.3133438,33.0,28.0,320.0,238.0,795.0,796.0,59.0,80.0,55.0,79.0,2023-08-04,12:51:47
125,2023-08-04 14:01:47,51.1906349,5.1138809,41.0,41.0,200.0,217.0,796.0,797.0,82.0,81.0,85.0,84.0,2023-08-04,14:01:47
125,2023-08-04 17:09:14,51.1880223,5.0998677,37.0,37.0,217.0,231.0,806.0,800.0,81.0,82.0,80.0,83.0,2023-08-04,17:09:14
125,2023-08-04 16:43:47,51.1404006,5.2244807,41.0,41.0,186.0,200.0,821.0,815.0,84.0,84.0,83.0,85.0,2023-08-04,16:43:47
125,2023-08-04 00:16:20,50.9368982,5.3122682,26.0,23.0,376.0,238.0,800.0,800.0,49.0,81.0,46.0,79.0,2023-08-04,00:16:20
125,2023-08-04 17:07:43,51.189302,5.106955,37.0,38.0,217.0,396.0,866.0,1353.0,81.0,83.0,80.0,84.0,2023-08-04,17:07:43
125,2023-08-05 12:54:49,51.1905154,5.114149,36.0,26.0,213.0,224.0,803.0,809.0,79.0,82.0,81.0,85.0,2023-08-05,12:54:49
125,2023-08-05 17:05:53,51.1690089,4.9895656,40.0,40.0,193.0,210.0,794.0,800.0,85.0,84.0,85.0,89.0,2023-08-05,17:05:53
125,2023-08-05 06:07:43,51.2157644,4.4208695,34.0,28.0,251.0,234.0,818.0,798.0,70.0,80.0,74.0,81.0,2023-08-05,06:07:43
125,2023-08-05 16:47:32,51.1905196,5.1142188,40.0,40.0,186.0,196.0,800.0,800.0,88.0,88.0,87.0,90.0,2023-08-05,16:47:32
125,2023-08-05 19:33:01,51.0383625,5.2804489,38.0,41.0,179.0,193.0,789.0,806.0,88.0,89.0,92.0,91.0,2023-08-05,19:33:01
125,2023-08-07 03:33:25,51.1905002,5.1141629,23.0,15.0,407.0,317.0,802.0,804.0,46.0,66.0,41.0,59.0,2023-08-07,03:33:25
125,2023-08-07 12:27:34,51.1359567,4.5594542,36.0,41.0,213.0,217.0,797.0,804.0,81.0,81.0,82.0,83.0,2023-08-07,12:27:34
125,2023-08-07 23:50:44,51.1905911,5.1128478,32.0,31.0,286.0,238.0,797.0,806.0,63.0,81.0,65.0,79.0,2023-08-07,23:50:44
125,2023-08-08 03:18:45,51.2459121,5.5398126,37.0,24.0,227.0,224.0,797.0,797.0,75.0,81.0,79.0,82.0,2023-08-08,03:18:45
125,2023-08-08 06:42:51,51.2440613,5.5197808,41.0,39.0,362.0,382.0,1499.0,1496.0,82.0,82.0,84.0,85.0,2023-08-08,06:42:51
125,2023-08-08 12:08:58,51.1872696,5.0958137,38.0,31.0,379.0,389.0,1731.0,1698.0,83.0,84.0,84.0,85.0,2023-08-08,12:08:58
125,2023-08-08 03:31:45,51.2386307,5.4607829,36.0,36.0,396.0,403.0,1497.0,1495.0,81.0,81.0,79.0,84.0,2023-08-08,03:31:45
125,2023-08-08 05:49:55,51.1828934,4.8327751,40.0,31.0,389.0,376.0,1460.0,1384.0,82.0,85.0,82.0,84.0,2023-08-08,05:49:55
125,2023-08-07 21:37:41,51.2108931,5.3038021,40.0,40.0,300.0,372.0,1201.0,1501.0,84.0,83.0,85.0,89.0,2023-08-07,21:37:41
125,2023-08-08 17:35:04,51.1611384,4.6848301,40.0,40.0,186.0,200.0,801.0,810.0,85.0,85.0,83.0,84.0,2023-08-08,17:35:04
125,2023-08-08 18:58:01,50.9309348,5.3270316,36.0,28.0,217.0,224.0,796.0,800.0,77.0,82.0,81.0,82.0,2023-08-08,18:58:01
125,2023-08-09 03:48:34,51.2073194,4.4249653,40.0,27.0,203.0,213.0,801.0,852.0,82.0,83.0,81.0,84.0,2023-08-09,03:48:34
125,2023-08-09 18:20:11,51.0253365,5.3517775,40.0,38.0,196.0,207.0,798.0,800.0,82.0,82.0,84.0,82.0,2023-08-09,18:20:11
125,2023-08-09 02:35:31,51.190046,5.1119404,26.0,22.0,362.0,255.0,798.0,799.0,50.0,77.0,49.0,73.0,2023-08-09,02:35:31
125,2023-08-09 01:37:29,51.1900392,5.1119399,22.0,21.0,434.0,420.0,800.0,811.0,45.0,55.0,43.0,49.0,2023-08-09,01:37:29
125,2023-08-09 16:20:07,51.1676902,4.4865019,39.0,41.0,196.0,207.0,828.0,800.0,83.0,84.0,81.0,82.0,2023-08-09,16:20:07
125,2023-08-09 19:09:17,51.190633,5.1148986,40.0,32.0,217.0,224.0,800.0,802.0,77.0,82.0,79.0,81.0,2023-08-09,19:09:17
125,2023-08-09 19:46:12,51.0066921,5.3479418,38.0,41.0,193.0,189.0,828.0,798.0,85.0,84.0,84.0,85.0,2023-08-09,19:46:12
125,2023-08-09 16:14:13,51.1988448,4.4331807,40.0,37.0,213.0,220.0,799.0,795.0,80.0,81.0,81.0,82.0,2023-08-09,16:14:13
125,2023-08-09 20:49:18,51.1761426,5.1505204,42.0,43.0,331.0,362.0,1777.0,1728.0,87.0,88.0,88.0,89.0,2023-08-09,20:49:18
125,2023-08-10 08:19:26,51.1868515,4.8363946,40.0,39.0,189.0,369.0,943.0,1506.0,81.0,82.0,84.0,85.0,2023-08-10,08:19:26
125,2023-08-10 10:12:27,51.1905774,5.114278,41.0,34.0,193.0,207.0,798.0,798.0,82.0,83.0,84.0,86.0,2023-08-10,10:12:27
125,2023-08-10 13:23:29,51.1421494,4.535948,41.0,43.0,348.0,369.0,1498.0,1496.0,85.0,85.0,90.0,89.0,2023-08-10,13:23:29
125,2023-08-10 14:22:28,51.128853,5.2470127,40.0,46.0,327.0,341.0,1499.0,1499.0,86.0,87.0,89.0,92.0,2023-08-10,14:22:28
125,2023-08-10 03:29:19,51.2446721,5.5264998,33.0,21.0,396.0,376.0,1423.0,1289.0,68.0,83.0,71.0,83.0,2023-08-10,03:29:19
125,2023-08-10 17:13:22,51.2460459,5.5412522,40.0,32.0,213.0,220.0,803.0,805.0,80.0,83.0,81.0,82.0,2023-08-10,17:13:22
125,2023-08-10 07:59:21,51.1905983,5.1146202,35.0,35.0,189.0,213.0,796.0,801.0,82.0,81.0,85.0,85.0,2023-08-10,07:59:21
125,2023-08-10 11:02:27,51.2461018,5.5419324,41.0,36.0,224.0,217.0,805.0,796.0,75.0,80.0,76.0,82.0,2023-08-10,11:02:27
125,2023-08-10 18:59:26,51.166332,4.7553089,42.0,41.0,351.0,382.0,1773.0,1739.0,83.0,83.0,84.0,84.0,2023-08-10,18:59:26
125,2023-08-10 19:32:31,51.1751306,4.475075,41.0,40.0,355.0,376.0,1425.0,1386.0,82.0,83.0,82.0,83.0,2023-08-10,19:32:31
125,2023-08-10 03:43:22,51.2147865,5.3995688,40.0,35.0,386.0,393.0,1765.0,1730.0,85.0,85.0,82.0,87.0,2023-08-10,03:43:22
125,2023-08-10 09:34:24,51.1509653,4.618221,41.0,44.0,365.0,369.0,1891.0,1857.0,83.0,83.0,85.0,86.0,2023-08-10,09:34:24
125,2023-08-10 09:36:24,51.1599206,4.6686143,42.0,42.0,365.0,365.0,1864.0,1835.0,82.0,83.0,82.0,85.0,2023-08-10,09:36:24
125,2023-08-10 13:41:30,51.1681075,4.7786042,41.0,44.0,203.0,203.0,860.0,809.0,82.0,85.0,89.0,88.0,2023-08-10,13:41:30
125,2023-08-10 08:05:17,51.1788935,5.0484411,41.0,42.0,365.0,389.0,1957.0,1915.0,83.0,82.0,85.0,84.0,2023-08-10,08:05:17
125,2023-08-10 09:17:23,51.1996258,4.432538,41.0,36.0,217.0,220.0,803.0,800.0,77.0,81.0,77.0,83.0,2023-08-10,09:17:23
125,2023-08-10 10:52:20,51.2460901,5.5419219,39.0,37.0,210.0,217.0,809.0,806.0,80.0,81.0,81.0,82.0,2023-08-10,10:52:20
125,2023-08-10 18:29:27,51.1907588,5.1154578,42.0,36.0,217.0,224.0,797.0,803.0,77.0,81.0,77.0,82.0,2023-08-10,18:29:27
125,2023-08-10 23:07:30,51.1901902,5.1126295,37.0,67.0,255.0,3.0,798.0,0.0,68.0,64.0,68.0,68.0,2023-08-10,23:07:30
125,2023-08-11 08:33:16,51.1481179,4.6070337,41.0,44.0,369.0,379.0,1879.0,1844.0,82.0,83.0,85.0,85.0,2023-08-11,08:33:16
125,2023-08-11 11:32:26,51.1904017,5.1136511,40.0,38.0,210.0,224.0,798.0,796.0,81.0,82.0,79.0,82.0,2023-08-11,11:32:26
125,2023-08-10 21:38:31,51.189711,5.1100877,53.0,50.0,3.0,3.0,0.0,0.0,81.0,82.0,80.0,82.0,2023-08-10,21:38:31
125,2023-08-11 07:49:17,51.1854707,4.4546309,40.0,38.0,193.0,213.0,821.0,833.0,83.0,84.0,84.0,86.0,2023-08-11,07:49:17
125,2023-08-11 21:03:29,51.1896172,5.1094543,52.0,48.0,3.0,3.0,0.0,0.0,81.0,82.0,83.0,83.0,2023-08-11,21:03:29
125,2023-08-11 21:17:29,51.1908054,5.1138537,55.0,53.0,3.0,3.0,0.0,0.0,81.0,80.0,80.0,82.0,2023-08-11,21:17:29
125,2023-08-12 09:59:25,51.2075314,5.2710959,67.0,42.0,3.0,358.0,0.0,1874.0,73.0,83.0,73.0,85.0,2023-08-12,09:59:25
125,2023-08-14 02:00:40,51.1902799,5.113281,22.0,17.0,0.0,469.0,0.0,796.0,20.0,47.0,19.0,35.0,2023-08-14,02:00:40
125,2023-08-14 03:16:37,51.1874357,4.8369896,22.0,38.0,0.0,210.0,0.0,801.0,20.0,82.0,19.0,83.0,2023-08-14,03:16:37
125,2023-08-14 04:27:49,51.1360192,4.56118,21.0,36.0,0.0,210.0,0.0,803.0,20.0,81.0,24.0,86.0,2023-08-14,04:27:49
125,2023-08-14 08:40:55,51.1701685,4.798007,24.0,41.0,0.0,362.0,0.0,1443.0,22.0,85.0,35.0,85.0,2023-08-14,08:40:55
125,2023-08-14 10:56:47,50.9369702,5.3034776,25.0,36.0,0.0,217.0,0.0,800.0,24.0,81.0,37.0,85.0,2023-08-14,10:56:47
125,2023-08-14 03:53:55,51.2149864,4.4207678,22.0,28.0,0.0,227.0,0.0,799.0,20.0,80.0,22.0,82.0,2023-08-14,03:53:55
125,2023-08-14 03:19:40,51.1796244,4.8248538,22.0,33.0,0.0,217.0,0.0,799.0,20.0,83.0,18.0,85.0,2023-08-14,03:19:40
125,2023-08-14 04:52:44,51.1712326,4.9335452,20.0,43.0,0.0,365.0,0.0,1782.0,18.0,85.0,23.0,87.0,2023-08-14,04:52:44
