mapped_veh_id,timestamps_UTC,lat,lon,RS_E_InAirTemp_PC1,RS_E_InAirTemp_PC2,RS_E_OilPress_PC1,RS_E_OilPress_PC2,RS_E_RPM_PC1,RS_E_RPM_PC2,RS_E_WatTemp_PC1,RS_E_WatTemp_PC2,RS_T_OilTemp_PC1,RS_T_OilTemp_PC2,date,hour
155,2023-08-07 16:15:36,50.7441775,3.6086347,33.0,35.0,196.0,213.0,802.0,809.0,90.0,89.0,95.0,91.0,2023-08-07,16:15:36
155,2023-08-07 12:17:38,51.0106405,3.7826621,37.0,37.0,262.0,265.0,794.0,798.0,76.0,76.0,73.0,74.0,2023-08-07,12:17:38
155,2023-08-07 12:53:34,50.8137974,3.8297231,41.0,40.0,386.0,386.0,1849.0,1835.0,87.0,87.0,93.0,92.0,2023-08-07,12:53:34
155,2023-08-08 04:46:41,50.8508878,3.6008737,20.0,20.0,327.0,365.0,797.0,798.0,64.0,56.0,60.0,54.0,2023-08-08,04:46:41
155,2023-08-08 05:29:42,50.7421349,3.6019508,16.0,18.0,293.0,320.0,794.0,800.0,66.0,61.0,68.0,63.0,2023-08-08,05:29:42
155,2023-08-08 08:11:43,51.0139237,3.7796476,26.0,30.0,269.0,238.0,794.0,796.0,72.0,85.0,71.0,82.0,2023-08-08,08:11:43
155,2023-08-10 12:14:04,51.014325,3.7792179,30.0,33.0,310.0,351.0,779.0,797.0,63.0,58.0,58.0,54.0,2023-08-10,12:14:04
155,2023-08-10 11:57:59,51.0144884,3.7786562,35.0,27.0,338.0,369.0,789.0,801.0,60.0,56.0,55.0,51.0,2023-08-10,11:57:59
155,2023-08-12 00:43:24,51.0399936,3.6934242,25.0,30.0,300.0,338.0,796.0,794.0,66.0,60.0,63.0,59.0,2023-08-12,00:43:24
155,2023-08-14 19:22:41,50.9753513,3.7966677,36.0,40.0,179.0,210.0,786.0,801.0,89.0,89.0,90.0,90.0,2023-08-14,19:22:41
155,2023-08-14 04:15:22,50.9266526,3.6410676,31.0,31.0,389.0,410.0,1713.0,1713.0,85.0,83.0,89.0,87.0,2023-08-14,04:15:22
155,2023-08-14 12:17:35,51.040269,3.6935832,30.0,29.0,414.0,462.0,794.0,799.0,52.0,48.0,47.0,46.0,2023-08-14,12:17:35
155,2023-08-14 16:03:22,50.77078,3.8721664,40.0,41.0,203.0,227.0,801.0,802.0,85.0,84.0,83.0,86.0,2023-08-14,16:03:22
155,2023-08-16 05:00:15,51.035774,3.7106682,28.0,28.0,224.0,238.0,797.0,804.0,80.0,81.0,83.0,84.0,2023-08-16,05:00:15
155,2023-08-16 06:21:20,50.869033,3.8143635,29.0,29.0,213.0,224.0,838.0,825.0,83.0,85.0,87.0,87.0,2023-08-16,06:21:20
155,2023-08-16 07:08:14,51.0354531,3.7105993,34.0,25.0,220.0,227.0,802.0,799.0,80.0,81.0,84.0,84.0,2023-08-16,07:08:14
155,2023-08-17 09:57:35,51.0132983,3.7805565,38.0,26.0,0.0,13.0,0.0,0.0,42.0,25.0,22.0,23.0,2023-08-17,09:57:35
155,2023-08-18 00:31:35,51.0159595,3.7733951,25.0,22.0,327.0,348.0,805.0,798.0,60.0,57.0,58.0,57.0,2023-08-18,00:31:35
155,2023-08-18 12:17:59,50.9866757,3.8029047,44.0,43.0,334.0,351.0,1497.0,1444.0,86.0,87.0,87.0,89.0,2023-08-18,12:17:59
155,2023-08-18 02:00:32,51.0159621,3.773403,26.0,20.0,317.0,351.0,797.0,793.0,62.0,58.0,61.0,58.0,2023-08-18,02:00:32
155,2023-08-18 04:57:44,51.035839,3.709632,28.0,30.0,227.0,241.0,800.0,800.0,81.0,79.0,82.0,82.0,2023-08-18,04:57:44
155,2023-08-18 05:50:40,50.7421788,3.6019687,28.0,31.0,210.0,231.0,799.0,795.0,82.0,81.0,85.0,87.0,2023-08-18,05:50:40
155,2023-08-18 10:20:07,50.9773836,3.7989875,44.0,37.0,372.0,372.0,1698.0,1704.0,85.0,87.0,88.0,93.0,2023-08-18,10:20:07
155,2023-08-18 00:00:33,51.0159923,3.7734194,24.0,22.0,334.0,365.0,799.0,794.0,58.0,56.0,56.0,53.0,2023-08-18,00:00:33
155,2023-08-18 03:37:37,51.1749063,3.5836424,35.0,33.0,231.0,265.0,791.0,804.0,78.0,77.0,76.0,76.0,2023-08-18,03:37:37
155,2023-08-18 16:03:59,50.8517589,3.6019692,41.0,37.0,331.0,348.0,1285.0,1282.0,86.0,87.0,88.0,89.0,2023-08-18,16:03:59
155,2023-08-19 05:11:36,50.8566352,3.6078888,32.0,35.0,351.0,372.0,798.0,798.0,57.0,56.0,49.0,50.0,2023-08-19,05:11:36
155,2023-08-19 06:00:31,50.851902,3.6018829,34.0,35.0,282.0,289.0,801.0,800.0,68.0,68.0,66.0,66.0,2023-08-19,06:00:31
155,2023-08-20 12:58:11,50.7422114,3.6020803,43.0,37.0,196.0,217.0,804.0,816.0,87.0,85.0,85.0,87.0,2023-08-20,12:58:11
155,2023-08-20 09:00:07,50.7422448,3.6022089,40.0,31.0,213.0,227.0,797.0,793.0,81.0,82.0,84.0,84.0,2023-08-20,09:00:07
155,2023-08-20 10:09:59,50.9922151,3.6412584,40.0,36.0,217.0,217.0,836.0,803.0,84.0,87.0,83.0,87.0,2023-08-20,10:09:59
155,2023-08-20 13:44:05,50.926111,3.641268,43.0,52.0,345.0,265.0,1499.0,1466.0,91.0,93.0,93.0,95.0,2023-08-20,13:44:05
155,2023-08-20 18:09:16,50.9621854,3.627837,42.0,38.0,351.0,365.0,1497.0,1497.0,88.0,90.0,92.0,93.0,2023-08-20,18:09:16
155,2023-08-20 18:33:11,50.851117,3.601157,37.0,38.0,193.0,203.0,802.0,798.0,85.0,87.0,85.0,89.0,2023-08-20,18:33:11
155,2023-08-21 09:51:33,51.0252268,3.7550996,45.0,39.0,179.0,203.0,799.0,802.0,85.0,87.0,88.0,90.0,2023-08-21,09:51:33
155,2023-08-21 02:37:26,50.8564952,3.6077053,24.0,27.0,276.0,338.0,805.0,791.0,68.0,59.0,63.0,59.0,2023-08-21,02:37:26
155,2023-08-21 00:12:48,50.856196,3.6072824,25.0,30.0,324.0,341.0,800.0,799.0,61.0,61.0,60.0,62.0,2023-08-21,00:12:48
155,2023-08-22 10:45:09,51.013623,3.7801954,30.0,46.0,348.0,17.0,801.0,0.0,59.0,41.0,50.0,39.0,2023-08-22,10:45:09
155,2023-08-28 05:57:25,50.9218123,4.0007425,36.0,41.0,386.0,393.0,1854.0,1852.0,85.0,82.0,85.0,82.0,2023-08-28,05:57:25
155,2023-08-28 05:29:27,50.8133028,3.9725857,37.0,30.0,227.0,269.0,811.0,812.0,82.0,76.0,82.0,77.0,2023-08-28,05:29:27
155,2023-08-28 07:01:21,51.0403965,3.6869283,26.0,20.0,248.0,307.0,801.0,804.0,73.0,65.0,74.0,68.0,2023-08-28,07:01:21
155,2023-08-28 05:56:25,50.9144257,4.0223197,41.0,33.0,193.0,227.0,810.0,797.0,87.0,83.0,84.0,81.0,2023-08-28,05:56:25
155,2023-08-28 06:52:24,51.0408744,3.6847043,25.0,26.0,244.0,303.0,798.0,801.0,75.0,64.0,74.0,70.0,2023-08-28,06:52:24
155,2023-08-25 13:32:18,50.9495265,4.0271039,33.0,24.0,317.0,317.0,799.0,795.0,62.0,62.0,62.0,61.0,2023-08-25,13:32:18
