mapped_veh_id,timestamps_UTC,lat,lon,RS_E_InAirTemp_PC1,RS_E_InAirTemp_PC2,RS_E_OilPress_PC1,RS_E_OilPress_PC2,RS_E_RPM_PC1,RS_E_RPM_PC2,RS_E_WatTemp_PC1,RS_E_WatTemp_PC2,RS_T_OilTemp_PC1,RS_T_OilTemp_PC2
190,2023-08-01 12:27:13,51.1360067,4.5599938,34.0,40.0,376.0,317.0,1236.0,1214.0,83.0,77.0,84.0,81.0
190,2023-08-01 07:55:10,51.2100637,4.4226589,21.0,39.0,248.0,213.0,792.0,805.0,83.0,77.0,84.0,80.0
190,2023-08-01 13:14:20,51.1981515,5.1794895,43.0,39.0,407.0,376.0,1815.0,1860.0,82.0,80.0,83.0,82.0
190,2023-08-01 14:43:14,51.2076055,5.2718466,31.0,40.0,396.0,358.0,1726.0,1761.0,82.0,80.0,84.0,81.0
190,2023-08-01 05:40:10,51.1180169,5.2577744,22.0,40.0,431.0,386.0,1934.0,1871.0,82.0,76.0,84.0,81.0
190,2023-08-01 10:27:14,51.2262927,5.4382654,23.0,40.0,351.0,220.0,1285.0,811.0,82.0,76.0,81.0,79.0
190,2023-08-01 03:14:04,51.1905364,5.1127389,17.0,26.0,331.0,286.0,801.0,807.0,68.0,67.0,62.0,60.0
190,2023-08-01 13:19:13,51.2111297,5.306101,37.0,38.0,393.0,355.0,1499.0,1498.0,86.0,83.0,89.0,88.0
190,2023-08-01 13:46:14,51.2460367,5.5411324,29.0,38.0,244.0,207.0,799.0,797.0,81.0,76.0,81.0,78.0
190,2023-08-01 19:15:25,51.1851415,4.8538825,27.0,38.0,224.0,196.0,803.0,789.0,81.0,77.0,82.0,82.0
190,2023-08-01 10:36:09,51.2156144,5.423167,25.0,36.0,244.0,213.0,794.0,801.0,82.0,77.0,84.0,78.0
190,2023-08-02 21:38:36,50.9365926,5.3066673,17.0,28.0,317.0,231.0,800.0,805.0,70.0,76.0,59.0,74.0
190,2023-08-02 23:00:45,50.9365339,5.3067697,20.0,29.0,255.0,238.0,797.0,813.0,82.0,76.0,77.0,74.0
190,2023-08-03 00:01:41,50.9365767,5.3066438,20.0,28.0,255.0,224.0,803.0,791.0,83.0,76.0,79.0,75.0
190,2023-08-03 06:59:14,50.9365651,5.3066714,18.0,23.0,331.0,296.0,793.0,806.0,67.0,66.0,60.0,58.0
190,2023-08-03 08:04:14,50.9367753,5.3068899,19.0,25.0,341.0,307.0,803.0,813.0,67.0,64.0,61.0,59.0
190,2023-08-02 23:54:47,50.9365554,5.3066904,20.0,28.0,255.0,227.0,802.0,801.0,83.0,76.0,78.0,74.0
190,2023-08-03 13:37:39,50.9371777,5.3063635,22.0,24.0,265.0,238.0,793.0,812.0,79.0,75.0,71.0,72.0
190,2023-08-06 10:17:21,50.9369758,5.3071934,18.0,28.0,251.0,224.0,795.0,788.0,83.0,76.0,81.0,74.0
190,2023-08-06 05:17:15,50.936955,5.3071566,15.0,20.0,341.0,296.0,799.0,803.0,65.0,65.0,57.0,56.0
190,2023-08-07 00:56:36,51.1906855,5.1135095,16.0,30.0,258.0,217.0,797.0,813.0,82.0,76.0,78.0,74.0
