mapped_veh_id,timestamps_UTC,lat,lon,RS_E_InAirTemp_PC1,RS_E_InAirTemp_PC2,RS_E_OilPress_PC1,RS_E_OilPress_PC2,RS_E_RPM_PC1,RS_E_RPM_PC2,RS_E_WatTemp_PC1,RS_E_WatTemp_PC2,RS_T_OilTemp_PC1,RS_T_OilTemp_PC2,date,hour
189,2023-08-24 20:33:12,51.0133577,3.7804571,40.0,40.0,0.0,6.0,0.0,0.0,33.0,35.0,28.0,31.0,2023-08-24,20:33:12
189,2023-08-24 12:04:19,51.0133271,3.7806115,31.0,32.0,0.0,6.0,0.0,0.0,30.0,31.0,23.0,25.0,2023-08-24,12:04:19
189,2023-08-24 23:05:19,51.0131223,3.7808195,35.0,26.0,0.0,510.0,0.0,810.0,31.0,51.0,27.0,37.0,2023-08-24,23:05:19
189,2023-08-02 07:38:06,51.023473,3.7588301,16.0,16.0,576.0,610.0,801.0,797.0,25.0,23.0,16.0,17.0,2023-08-02,07:38:06
189,2023-08-02 08:20:20,51.0232149,3.7593363,22.0,25.0,327.0,389.0,804.0,788.0,61.0,62.0,47.0,53.0,2023-08-02,08:20:20
189,2023-08-02 09:39:14,51.023478,3.7588249,21.0,29.0,231.0,286.0,799.0,798.0,77.0,81.0,70.0,75.0,2023-08-02,09:39:14
189,2023-08-09 07:53:07,51.0232441,3.7593832,20.0,27.0,255.0,327.0,784.0,801.0,71.0,72.0,62.0,67.0,2023-08-09,07:53:07
189,2023-08-09 09:47:11,51.0231828,3.7593534,25.0,33.0,217.0,276.0,814.0,799.0,82.0,83.0,77.0,80.0,2023-08-09,09:47:11
189,2023-08-16 06:17:46,51.0232046,3.7593317,17.0,17.0,545.0,558.0,804.0,801.0,32.0,35.0,20.0,22.0,2023-08-16,06:17:46
189,2023-08-24 09:42:15,51.0131341,3.7810474,27.0,26.0,0.0,6.0,0.0,0.0,26.0,25.0,23.0,25.0,2023-08-24,09:42:15
189,2023-08-24 12:36:15,51.0133462,3.7806628,33.0,34.0,0.0,6.0,0.0,0.0,31.0,32.0,23.0,27.0,2023-08-24,12:36:15
189,2023-08-24 23:00:20,51.0133516,3.7807,35.0,25.0,0.0,545.0,0.0,801.0,31.0,41.0,27.0,30.0,2023-08-24,23:00:20
189,2023-08-24 21:47:10,51.0134329,3.780591,37.0,37.0,0.0,6.0,0.0,0.0,32.0,33.0,27.0,30.0,2023-08-24,21:47:10
189,2023-08-02 07:49:16,51.0234803,3.7588473,19.0,20.0,483.0,520.0,797.0,803.0,42.0,47.0,23.0,28.0,2023-08-02,07:49:16
189,2023-08-02 08:58:13,51.0234827,3.7588327,21.0,28.0,258.0,313.0,800.0,791.0,72.0,74.0,63.0,67.0,2023-08-02,08:58:13
