mapped_veh_id,timestamps_UTC,lat,lon,RS_E_InAirTemp_PC1,RS_E_InAirTemp_PC2,RS_E_OilPress_PC1,RS_E_OilPress_PC2,RS_E_RPM_PC1,RS_E_RPM_PC2,RS_E_WatTemp_PC1,RS_E_WatTemp_PC2,RS_T_OilTemp_PC1,RS_T_OilTemp_PC2
166,2023-08-24 10:21:51,51.0398386,3.6949629,25.0,33.0,258.0,186.0,800.0,800.0,77.0,79.0,79.0,79.0
166,2023-08-01 05:16:35,51.0333734,3.7190325,22.0,30.0,455.0,348.0,1546.0,1528.0,80.0,81.0,83.0,82.0
166,2023-08-24 15:26:09,50.7423752,3.6027612,32.0,35.0,248.0,172.0,798.0,798.0,80.0,83.0,80.0,83.0
166,2023-08-01 18:38:32,51.0384237,3.7565949,34.0,35.0,220.0,169.0,808.0,804.0,86.0,85.0,85.0,87.0
166,2023-08-01 06:02:41,51.1809114,3.5750895,31.0,25.0,265.0,189.0,801.0,801.0,77.0,80.0,80.0,80.0
166,2023-08-24 08:55:14,50.7923616,3.8664839,37.0,35.0,217.0,165.0,791.0,799.0,87.0,86.0,87.0,85.0
166,2023-08-01 15:55:37,50.742382,3.6026503,35.0,31.0,241.0,182.0,799.0,799.0,83.0,81.0,85.0,83.0
166,2023-08-01 20:04:52,50.7423385,3.602592,36.0,24.0,255.0,189.0,801.0,796.0,79.0,80.0,80.0,81.0
166,2023-08-25 20:34:07,51.0357072,3.7079102,19.0,36.0,269.0,193.0,801.0,801.0,77.0,80.0,76.0,79.0
166,2023-08-01 14:36:45,51.055159,3.7409515,29.0,35.0,234.0,172.0,799.0,805.0,83.0,86.0,87.0,84.0
166,2023-08-25 10:06:32,51.0357131,3.7109078,32.0,33.0,248.0,175.0,798.0,803.0,80.0,83.0,84.0,83.0
166,2023-08-24 15:01:47,50.8516676,3.6018397,34.0,41.0,238.0,172.0,799.0,794.0,83.0,83.0,86.0,85.0
166,2023-08-01 17:04:27,51.036026,3.7104129,31.0,37.0,234.0,172.0,800.0,804.0,84.0,83.0,84.0,84.0
166,2023-08-25 17:54:57,51.0397077,3.6934306,22.0,25.0,269.0,193.0,801.0,794.0,77.0,80.0,76.0,77.0
166,2023-08-01 17:36:45,51.1099664,3.6964985,36.0,42.0,382.0,258.0,1389.0,1425.0,88.0,87.0,90.0,90.0
166,2023-08-01 20:43:52,50.9249716,3.6417441,30.0,38.0,238.0,193.0,862.0,962.0,88.0,89.0,90.0,91.0
166,2023-08-01 09:46:27,51.164167,3.5997266,43.0,47.0,414.0,317.0,1902.0,1916.0,89.0,88.0,90.0,89.0
166,2023-08-25 17:09:02,51.0361488,3.7098034,28.0,29.0,238.0,169.0,802.0,801.0,83.0,84.0,85.0,86.0
166,2023-08-01 13:33:46,51.0879043,3.7192355,29.0,38.0,434.0,307.0,1494.0,1381.0,86.0,86.0,85.0,85.0
166,2023-08-25 09:17:51,50.8599115,3.8124302,32.0,41.0,220.0,158.0,799.0,799.0,86.0,88.0,89.0,89.0
166,2023-08-25 10:51:31,51.0357364,3.7109171,34.0,31.0,265.0,193.0,800.0,798.0,77.0,80.0,78.0,77.0
166,2023-08-25 17:28:38,51.0395765,3.694016,24.0,30.0,262.0,189.0,800.0,799.0,77.0,80.0,79.0,79.0
166,2023-08-01 17:49:45,51.1805165,3.5755417,32.0,42.0,231.0,169.0,802.0,804.0,85.0,85.0,87.0,87.0
166,2023-08-25 11:34:59,50.9190376,3.7919178,41.0,41.0,220.0,158.0,803.0,799.0,85.0,85.0,90.0,89.0
166,2023-08-01 07:07:38,50.9773866,3.6334071,38.0,37.0,424.0,313.0,1724.0,1742.0,85.0,86.0,85.0,85.0
166,2023-08-01 09:18:42,51.0299426,3.7462222,30.0,35.0,238.0,165.0,802.0,804.0,83.0,86.0,84.0,83.0
166,2023-08-01 15:16:43,50.9186243,3.6443836,42.0,40.0,220.0,182.0,846.0,944.0,88.0,89.0,93.0,89.0
166,2023-08-25 09:41:51,50.986675,3.8028541,38.0,43.0,358.0,262.0,1182.0,1315.0,91.0,89.0,93.0,93.0
166,2023-08-01 17:06:28,51.0360278,3.71041,31.0,35.0,238.0,172.0,800.0,804.0,83.0,83.0,85.0,84.0
166,2023-08-25 13:03:53,51.0365662,3.7071961,27.0,36.0,238.0,169.0,799.0,804.0,82.0,84.0,87.0,85.0
166,2023-08-01 23:03:59,51.0136666,3.7800964,18.0,22.0,272.0,200.0,800.0,797.0,78.0,80.0,77.0,76.0
166,2023-08-25 15:47:54,50.7422277,3.6021278,31.0,41.0,231.0,162.0,799.0,802.0,83.0,84.0,86.0,86.0
166,2023-08-25 19:21:06,51.0160137,3.7747563,23.0,36.0,265.0,189.0,808.0,801.0,82.0,82.0,78.0,77.0
166,2023-08-25 06:34:26,50.7768413,3.8740036,35.0,26.0,231.0,182.0,800.0,804.0,83.0,81.0,89.0,82.0
166,2023-08-02 07:57:52,51.0139349,3.7796085,29.0,21.0,262.0,193.0,794.0,792.0,78.0,81.0,77.0,77.0
166,2023-08-25 15:05:30,50.9972677,3.6515086,32.0,36.0,438.0,317.0,1497.0,1498.0,83.0,87.0,85.0,90.0
166,2023-08-02 01:59:47,51.0139357,3.7796179,20.0,29.0,265.0,193.0,798.0,799.0,79.0,81.0,77.0,78.0
