mapped_veh_id,timestamps_UTC,lat,lon,RS_E_InAirTemp_PC1,RS_E_InAirTemp_PC2,RS_E_OilPress_PC1,RS_E_OilPress_PC2,RS_E_RPM_PC1,RS_E_RPM_PC2,RS_E_WatTemp_PC1,RS_E_WatTemp_PC2,RS_T_OilTemp_PC1,RS_T_OilTemp_PC2,date,hour
131,2023-08-02 09:23:44,50.4043475,4.4388318,28.0,40.0,690.0,690.0,798.0,801.0,83.0,78.0,79.0,79.0,2023-08-02,09:23:44
131,2023-08-02 06:54:34,50.4930034,4.2906172,40.0,44.0,690.0,690.0,1827.0,1861.0,86.0,86.0,82.0,84.0,2023-08-02,06:54:34
131,2023-08-02 12:55:40,50.4204284,4.5363359,33.0,35.0,690.0,690.0,796.0,793.0,81.0,80.0,77.0,77.0,2023-08-02,12:55:40
131,2023-08-02 05:54:37,50.4057494,4.4303231,22.0,34.0,690.0,690.0,1313.0,1313.0,82.0,81.0,80.0,79.0,2023-08-02,05:54:37
131,2023-08-03 17:22:50,50.406053,4.4288247,37.0,37.0,690.0,690.0,804.0,791.0,86.0,84.0,82.0,84.0,2023-08-03,17:22:50
131,2023-08-03 03:31:31,50.0953757,4.5258978,25.0,22.0,690.0,690.0,801.0,804.0,76.0,77.0,70.0,73.0,2023-08-03,03:31:31
131,2023-08-03 03:16:33,50.094748,4.5268612,26.0,21.0,690.0,690.0,793.0,814.0,74.0,76.0,68.0,70.0,2023-08-03,03:16:33
131,2023-08-03 17:01:56,50.4123006,4.3940721,40.0,43.0,690.0,690.0,795.0,803.0,85.0,86.0,87.0,89.0,2023-08-03,17:01:56
131,2023-08-03 06:59:37,50.2072329,4.5279997,44.0,50.0,690.0,690.0,1716.0,1725.0,85.0,88.0,84.0,87.0,2023-08-03,06:59:37
131,2023-08-04 13:28:03,50.0569464,4.4924288,41.0,41.0,690.0,690.0,797.0,801.0,81.0,82.0,82.0,82.0,2023-08-04,13:28:03
131,2023-08-04 10:21:08,50.0592405,4.4939801,42.0,42.0,690.0,690.0,888.0,879.0,86.0,85.0,84.0,86.0,2023-08-04,10:21:08
131,2023-08-05 16:35:30,50.056904,4.4923884,22.0,32.0,690.0,690.0,802.0,805.0,82.0,79.0,77.0,78.0,2023-08-05,16:35:30
131,2023-08-05 06:48:21,50.0953992,4.5252926,31.0,37.0,690.0,690.0,801.0,802.0,82.0,80.0,80.0,79.0,2023-08-05,06:48:21
131,2023-08-05 16:37:29,50.0569019,4.4923946,22.0,32.0,690.0,690.0,801.0,799.0,80.0,79.0,76.0,77.0,2023-08-05,16:37:29
131,2023-08-06 10:41:16,50.2680132,4.432256,40.0,43.0,690.0,690.0,794.0,803.0,82.0,85.0,87.0,89.0,2023-08-06,10:41:16
131,2023-08-06 14:40:15,50.4037917,4.4381135,28.0,31.0,690.0,690.0,797.0,799.0,81.0,80.0,76.0,77.0,2023-08-06,14:40:15
131,2023-08-06 11:30:20,50.0568471,4.4923479,34.0,35.0,690.0,690.0,797.0,798.0,80.0,80.0,78.0,81.0,2023-08-06,11:30:20
131,2023-08-06 12:12:20,50.0568532,4.4923689,31.0,26.0,690.0,690.0,795.0,799.0,81.0,80.0,77.0,77.0,2023-08-06,12:12:20
131,2023-08-06 20:42:31,50.4011836,4.4553449,18.0,22.0,690.0,690.0,798.0,797.0,68.0,65.0,63.0,58.0,2023-08-06,20:42:31
131,2023-08-06 14:17:15,50.4039124,4.4380492,27.0,33.0,690.0,690.0,799.0,804.0,81.0,80.0,78.0,79.0,2023-08-06,14:17:15
131,2023-08-07 07:51:33,50.4010893,4.4560379,24.0,27.0,690.0,690.0,797.0,796.0,77.0,81.0,71.0,77.0,2023-08-07,07:51:33
131,2023-08-07 06:45:26,50.4011047,4.456022,20.0,24.0,690.0,690.0,803.0,804.0,70.0,69.0,65.0,64.0,2023-08-07,06:45:26
131,2023-08-07 05:50:31,50.4010916,4.4560125,15.0,16.0,690.0,690.0,797.0,802.0,53.0,50.0,33.0,35.0,2023-08-07,05:50:31
131,2023-08-08 14:33:18,50.4021933,4.4516623,31.0,33.0,690.0,690.0,1474.0,1573.0,71.0,71.0,62.0,64.0,2023-08-08,14:33:18
131,2023-08-09 12:57:42,50.4011151,4.4560467,26.0,27.0,690.0,690.0,804.0,796.0,48.0,48.0,32.0,33.0,2023-08-09,12:57:42
131,2023-08-10 05:17:56,50.4040349,4.438116,33.0,37.0,690.0,690.0,803.0,799.0,80.0,78.0,79.0,78.0,2023-08-10,05:17:56
131,2023-08-10 04:09:54,50.0598639,4.4943103,36.0,32.0,690.0,690.0,792.0,802.0,83.0,82.0,80.0,81.0,2023-08-10,04:09:54
131,2023-08-10 04:10:46,50.0665052,4.4979318,36.0,34.0,690.0,690.0,905.0,1057.0,83.0,83.0,81.0,83.0,2023-08-10,04:10:46
131,2023-08-10 06:16:55,50.4201367,4.5357957,28.0,27.0,690.0,690.0,800.0,803.0,80.0,79.0,77.0,77.0,2023-08-10,06:16:55
131,2023-08-10 13:19:02,50.3001828,4.391624,45.0,56.0,690.0,690.0,1471.0,1478.0,86.0,88.0,87.0,86.0,2023-08-10,13:19:02
131,2023-08-11 12:12:38,50.419334,4.534206,41.0,42.0,690.0,690.0,799.0,803.0,82.0,81.0,78.0,76.0,2023-08-11,12:12:38
131,2023-08-11 18:48:45,50.0941272,4.5282636,40.0,37.0,690.0,690.0,801.0,791.0,82.0,79.0,79.0,78.0,2023-08-11,18:48:45
131,2023-08-11 09:32:45,50.2217994,4.5222028,45.0,43.0,690.0,690.0,801.0,799.0,85.0,87.0,84.0,86.0,2023-08-11,09:32:45
131,2023-08-11 06:34:33,50.4038514,4.4386423,36.0,38.0,690.0,690.0,803.0,799.0,83.0,80.0,82.0,82.0,2023-08-11,06:34:33
131,2023-08-14 03:27:24,50.3773293,4.35053,45.0,43.0,690.0,690.0,1481.0,1615.0,82.0,83.0,83.0,84.0,2023-08-14,03:27:24
131,2023-08-14 12:10:31,50.3036077,4.1124428,41.0,47.0,690.0,690.0,798.0,800.0,85.0,86.0,84.0,85.0,2023-08-14,12:10:31
