mapped_veh_id;timestamps_UTC;lat;lon;RS_E_InAirTemp_PC1;RS_E_InAirTemp_PC2;RS_E_OilPress_PC1;RS_E_OilPress_PC2;RS_E_RPM_PC1;RS_E_RPM_PC2;RS_E_WatTemp_PC1;RS_E_WatTemp_PC2;RS_T_OilTemp_PC1;RS_T_OilTemp_PC2
149.0;2023-08-01 06:56:29;51.0405568;3.686545;36.0;30.0;265.0;262.0;803.0;803.0;78.0;77.0;77.0;77.0
149.0;2023-08-24 04:49:18;50.7700978;3.8719455;36.0;36.0;248.0;248.0;801.0;794.0;80.0;78.0;76.0;78.0
149.0;2023-08-25 14:31:03;51.0139167;3.7797593;54.0;43.0;3.0;3.0;0.0;0.0;68.0;55.0;63.0;51.0
149.0;2023-08-25 10:53:40;51.0132843;3.7804889;26.0;27.0;451.0;3.0;795.0;0.0;53.0;26.0;36.0;26.0
149.0;2023-08-02 04:14:15;50.7712756;3.8721646;31.0;31.0;262.0;262.0;800.0;796.0;79.0;78.0;74.0;76.0
149.0;2023-08-03 11:05:22;51.0398197;3.6941438;36.0;33.0;258.0;251.0;800.0;786.0;78.0;77.0;74.0;77.0
149.0;2023-08-03 15:23:22;50.8787398;3.8130126;42.0;41.0;365.0;372.0;1335.0;1267.0;88.0;81.0;90.0;82.0
149.0;2023-08-03 15:43:26;50.9984619;3.8019015;40.0;39.0;203.0;224.0;791.0;801.0;86.0;81.0;88.0;86.0
149.0;2023-08-07 08:34:24;51.040193;3.692844;37.0;35.0;269.0;262.0;797.0;794.0;78.0;77.0;76.0;77.0
149.0;2023-08-07 04:31:24;50.7693789;3.8718279;21.0;22.0;331.0;341.0;801.0;797.0;68.0;65.0;60.0;55.0
149.0;2023-08-07 08:43:21;51.0401922;3.6928279;37.0;34.0;272.0;265.0;801.0;799.0;78.0;77.0;76.0;76.0
149.0;2023-08-07 23:42:25;51.0216897;3.7624897;28.0;25.0;269.0;269.0;799.0;792.0;79.0;78.0;75.0;77.0
149.0;2023-08-08 03:23:26;51.0404117;3.692964;32.0;30.0;269.0;262.0;801.0;795.0;78.0;78.0;74.0;76.0
149.0;2023-08-08 05:53:32;51.0314894;3.7279648;40.0;36.0;448.0;462.0;1499.0;1540.0;78.0;78.0;80.0;79.0
149.0;2023-08-08 03:19:33;51.0404001;3.6929663;32.0;29.0;265.0;251.0;802.0;795.0;78.0;78.0;74.0;77.0
149.0;2023-08-08 19:11:27;50.7421999;3.6019866;39.0;34.0;258.0;251.0;796.0;798.0;78.0;78.0;77.0;77.0
149.0;2023-08-09 18:02:29;51.0379535;3.7005503;42.0;41.0;220.0;224.0;794.0;805.0;88.0;81.0;85.0;84.0
149.0;2023-08-09 16:33:21;50.8514282;3.6015304;40.0;38.0;238.0;234.0;799.0;800.0;82.0;81.0;84.0;81.0
149.0;2023-08-09 01:59:16;51.0162047;3.7727807;33.0;30.0;265.0;258.0;806.0;802.0;79.0;78.0;74.0;76.0
149.0;2023-08-09 03:08:11;51.1808466;3.5751682;40.0;37.0;251.0;248.0;802.0;786.0;78.0;78.0;79.0;79.0
149.0;2023-08-08 20:29:30;51.0356464;3.7108037;69.0;65.0;3.0;3.0;0.0;0.0;76.0;75.0;76.0;76.0
149.0;2023-08-09 11:25:18;51.1005625;3.7119326;41.0;41.0;213.0;220.0;801.0;802.0;88.0;82.0;86.0;87.0
149.0;2023-08-11 07:58:01;51.0137589;3.7800539;29.0;31.0;348.0;365.0;801.0;797.0;66.0;61.0;54.0;52.0
149.0;2023-08-11 19:17:13;51.033263;3.719533;42.0;40.0;417.0;448.0;1524.0;1676.0;86.0;78.0;83.0;83.0
149.0;2023-08-12 06:40:39;51.1278497;3.6652013;45.0;40.0;407.0;424.0;1919.0;1931.0;87.0;81.0;95.0;87.0
149.0;2023-08-12 16:04:18;50.9964649;3.6493123;42.0;41.0;227.0;224.0;803.0;799.0;86.0;83.0;86.0;87.0
149.0;2023-08-11 21:05:09;50.9972958;3.6516194;43.0;41.0;410.0;417.0;1497.0;1498.0;91.0;83.0;93.0;88.0
149.0;2023-08-12 05:40:34;50.888183;3.6413513;39.0;45.0;393.0;417.0;1335.0;1333.0;84.0;78.0;87.0;84.0
149.0;2023-08-12 10:48:42;51.1795387;3.5767086;43.0;43.0;210.0;217.0;799.0;795.0;84.0;81.0;90.0;83.0
149.0;2023-08-12 11:08:42;51.1809186;3.5751103;38.0;38.0;248.0;241.0;792.0;799.0;80.0;80.0;84.0;80.0
149.0;2023-08-12 05:02:41;50.7423633;3.6026076;38.0;40.0;248.0;251.0;798.0;795.0;81.0;78.0;86.0;79.0
149.0;2023-08-14 15:02:12;50.8517374;3.601898;43.0;45.0;220.0;224.0;794.0;732.0;86.0;80.0;86.0;83.0
149.0;2023-08-14 15:55:17;50.8404772;3.6024745;41.0;42.0;224.0;231.0;796.0;804.0;85.0;81.0;89.0;87.0
