mapped_veh_id,timestamps_UTC,lat,lon,RS_E_InAirTemp_PC1,RS_E_InAirTemp_PC2,RS_E_OilPress_PC1,RS_E_OilPress_PC2,RS_E_RPM_PC1,RS_E_RPM_PC2,RS_E_WatTemp_PC1,RS_E_WatTemp_PC2,RS_T_OilTemp_PC1,RS_T_OilTemp_PC2
135,2023-08-01 10:25:43,51.0138713,3.7803995,27.0,21.0,251.0,265.0,791.0,796.0,59.0,65.0,53.0,61.0
135,2023-08-24 15:49:38,51.1802412,3.5758619,45.0,43.0,162.0,175.0,797.0,806.0,85.0,80.0,89.0,89.0
135,2023-08-01 11:49:39,51.0167981,3.7719466,32.0,26.0,241.0,217.0,903.0,872.0,75.0,78.0,74.0,80.0
135,2023-08-01 12:11:41,51.0338987,3.7166153,33.0,29.0,186.0,200.0,858.0,819.0,83.0,78.0,83.0,82.0
135,2023-08-25 19:42:11,50.7661608,3.6245881,41.0,46.0,269.0,307.0,1930.0,1884.0,88.0,85.0,87.0,86.0
135,2023-08-25 12:37:08,50.8712321,3.6238578,40.0,43.0,179.0,175.0,799.0,804.0,85.0,83.0,89.0,89.0
135,2023-08-01 14:52:45,50.8759843,3.8138945,34.0,43.0,169.0,193.0,808.0,815.0,84.0,77.0,87.0,83.0
135,2023-08-25 15:45:10,50.7501027,3.6202541,42.0,43.0,258.0,296.0,1501.0,1500.0,89.0,85.0,91.0,92.0
135,2023-08-25 16:56:15,50.9987169,3.6548509,39.0,42.0,200.0,279.0,1227.0,1029.0,87.0,82.0,89.0,87.0
135,2023-08-25 02:53:59,50.7421951,3.6019541,35.0,41.0,175.0,186.0,789.0,798.0,85.0,77.0,85.0,86.0
135,2023-08-25 04:14:04,50.7422613,3.60227565,28.0,38.0,262.0,338.0,1338.0,1087.5,86.0,75.0,84.5,77.5
135,2023-08-25 20:08:19,50.7423324,3.6025528,22.0,37.0,172.0,200.0,804.0,803.0,86.0,75.0,87.0,79.0
135,2023-08-03 10:40:23,51.0136773,3.7795367,26.0,22.0,213.0,207.0,796.0,796.0,66.0,77.0,63.0,75.0
135,2023-08-03 11:21:31,51.0136848,3.7795097,28.0,24.0,196.0,207.0,804.0,800.0,73.0,77.0,70.0,77.0
135,2023-08-03 09:50:26,51.013804,3.77928075,25.0,20.0,279.0,284.0,792.0,797.5,52.0,62.0,49.0,56.0
135,2023-08-03 12:15:25,51.013661,3.7794872,29.0,25.0,186.0,203.0,798.0,791.0,77.0,77.0,76.0,78.0
135,2023-08-03 14:05:34,51.0139118,3.779064,31.0,25.0,182.0,203.0,800.0,808.0,80.0,77.0,77.0,79.0
135,2023-08-03 00:37:51,51.0133632,3.7804426,20.0,21.0,255.0,265.0,803.0,799.0,61.0,65.0,53.0,58.0
135,2023-08-03 11:23:31,51.0139825,3.7790308,27.0,24.0,193.0,207.0,802.0,807.0,73.0,77.0,70.0,77.0
135,2023-08-04 13:02:28,50.7707561,3.8719263,37.0,35.0,179.0,193.0,805.0,801.0,86.0,79.0,82.0,85.0
135,2023-08-04 15:42:26,51.0306441,3.7540118,41.0,41.0,169.0,182.0,800.0,742.0,88.0,85.0,90.0,89.0
135,2023-08-04 17:36:31,50.869654,3.6236374,36.0,45.0,272.0,348.0,1495.0,1499.0,86.0,83.0,91.0,88.0
135,2023-08-04 12:07:25,51.034525,3.7146016,25.0,31.0,200.0,227.0,854.0,893.0,76.0,78.0,74.0,79.0
135,2023-08-04 20:18:26,50.9259192,3.6414064,43.0,48.0,293.0,320.0,1919.0,1931.0,88.0,82.0,93.0,92.0
135,2023-08-07 10:12:03,51.1775449,3.5796682,32.0,38.0,169.0,200.0,799.0,801.0,88.0,78.0,89.0,81.0
135,2023-08-07 03:57:55,50.7424951,3.60301895,26.0,20.0,180.5,210.0,786.5,800.0,82.0,76.0,81.5,76.5
135,2023-08-07 04:51:54,50.9639207,3.6278274,44.0,47.0,310.0,334.0,1881.0,1936.0,90.0,83.0,92.0,91.0
135,2023-08-07 15:08:05,50.9963927,3.6491664,36.0,39.0,265.0,341.0,1513.0,1549.0,86.0,78.0,85.0,84.0
135,2023-08-07 15:21:07,50.9091951,3.6465456,35.0,41.0,286.0,334.0,1711.0,1717.0,86.0,77.0,87.0,86.0
135,2023-08-07 16:46:09,50.8713806,3.6238634,40.0,42.0,172.0,182.0,804.0,802.0,83.0,79.0,87.0,87.0
135,2023-08-07 10:37:01,51.0552354,3.7409405,39.0,41.0,175.0,193.0,802.0,794.0,83.0,78.0,85.0,82.0
135,2023-08-07 02:34:58,50.8512454,3.6012461,18.0,23.0,196.0,210.0,796.0,805.0,73.0,77.0,67.0,78.0
135,2023-08-07 13:53:58,51.1809074,3.5752041,36.0,41.0,172.0,189.0,789.0,803.0,87.0,77.0,87.0,84.0
135,2023-08-07 15:03:03,51.0357584,3.688699,38.0,38.0,262.0,355.0,1546.0,1564.0,86.0,77.0,87.0,80.0
135,2023-08-07 01:59:53,50.8560738,3.6071918,20.0,22.0,203.0,203.0,792.0,795.0,68.0,77.0,65.0,76.0
135,2023-08-07 17:05:07,51.0358142,3.7115328,34.0,41.0,169.0,182.0,802.0,790.0,82.0,80.0,85.0,87.0
135,2023-08-07 13:58:03,51.1808637,3.5751927,35.0,40.0,172.0,193.0,798.0,803.0,86.0,76.0,87.0,81.0
135,2023-08-08 02:39:09,51.0151552,3.7753599,25.0,24.0,179.0,203.0,802.0,798.0,83.0,77.0,81.0,79.0
135,2023-08-08 03:11:17,51.086958,3.7189379,32.0,37.0,172.0,196.0,806.0,803.0,86.0,77.0,87.0,81.0
135,2023-08-08 15:23:44,51.0353236,3.7108031,37.0,42.0,162.0,175.0,798.0,805.0,86.0,80.0,86.0,85.0
135,2023-08-08 06:27:13,50.8510076,3.6009763,31.0,33.0,175.0,196.0,798.0,791.0,84.0,76.0,87.0,82.0
135,2023-08-08 14:09:46,50.7699347,3.8714523,30.0,37.0,175.0,203.0,793.0,793.0,86.0,75.0,85.0,77.0
135,2023-08-08 00:17:06,51.0151982,3.7753817,23.0,20.0,203.0,255.0,789.0,796.0,68.0,68.0,66.0,64.0
135,2023-08-08 09:37:43,51.0401149,3.6943734,20.0,30.0,186.0,200.0,808.0,799.0,75.0,77.0,71.0,77.0
135,2023-08-09 15:47:48,50.7423423,3.6026117,37.0,40.0,175.0,200.0,794.0,799.0,86.0,76.0,85.0,79.0
135,2023-08-09 14:25:54,51.035862,3.7103367,33.0,41.0,172.0,200.0,794.0,794.0,86.0,77.0,85.0,79.0
135,2023-08-09 08:45:36,51.0161637,3.7730039,27.0,33.0,182.0,210.0,803.0,794.0,84.0,77.0,80.0,77.0
