mapped_veh_id,timestamps_UTC,lat,lon,RS_E_InAirTemp_PC1,RS_E_InAirTemp_PC2,RS_E_OilPress_PC1,RS_E_OilPress_PC2,RS_E_RPM_PC1,RS_E_RPM_PC2,RS_E_WatTemp_PC1,RS_E_WatTemp_PC2,RS_T_OilTemp_PC1,RS_T_OilTemp_PC2,date,hour
136,2023-08-24 07:20:23,51.1804417,4.8269909,38.0,34.0,213.0,282.0,830.0,857.0,82.0,82.0,81.0,83.0,2023-08-24,07:20:23
136,2023-08-24 11:38:20,50.93586452,5.30750396,34.0,36.0,223.2,278.4,800.0,798.6,81.0,81.0,78.2,76.8,2023-08-24,11:38:20
136,2023-08-24 12:43:26,50.9355685,5.3091134,36.0,28.0,220.0,279.0,799.0,799.0,81.0,81.0,78.0,76.0,2023-08-24,12:43:26
136,2023-08-24 14:04:23,50.93562915,5.30875455,35.0,28.0,220.0,279.0,797.0,800.0,81.0,81.0,77.0,76.0,2023-08-24,14:04:23
136,2023-08-24 06:50:22,51.1906744,5.1147739,40.0,36.0,210.0,262.0,798.0,798.0,82.0,82.0,81.0,81.0,2023-08-24,06:50:22
136,2023-08-25 12:49:21,50.9367082,5.3068685,32.0,32.0,224.0,269.0,798.0,789.0,83.0,83.0,77.0,77.0,2023-08-25,12:49:21
136,2023-08-01 23:57:30,51.1908769,5.1144252,25.0,25.0,224.0,272.0,803.0,795.0,82.0,82.0,76.0,77.0,2023-08-01,23:57:30
136,2023-08-25 12:00:19,50.9366861,5.3067885,28.0,27.0,241.0,286.0,798.0,802.0,82.0,83.0,73.0,75.0,2023-08-25,12:00:19
136,2023-08-02 09:41:49,51.1684436,4.7833591,39.0,39.0,200.0,238.0,801.0,804.0,85.0,86.0,82.0,86.0,2023-08-02,09:41:49
136,2023-08-25 11:15:35,50.9365163,5.3074823,25.0,28.0,286.0,320.0,803.0,791.0,70.0,76.0,60.0,63.0,2023-08-25,11:15:35
136,2023-08-25 14:26:36,50.9370302,5.3076931,34.0,33.0,227.0,279.0,801.0,800.0,82.0,82.0,77.0,77.0,2023-08-25,14:26:36
136,2023-08-02 10:48:39,51.1906932,5.1149989,34.0,31.0,220.0,272.0,801.0,797.0,81.0,81.0,77.0,78.0,2023-08-02,10:48:39
136,2023-08-02 20:47:35,51.0937987,5.2356375,40.0,38.0,220.0,389.0,839.0,1136.0,84.0,85.0,86.0,87.0,2023-08-02,20:47:35
136,2023-08-03 10:42:54,50.9363724,5.3073768,31.0,27.0,224.0,269.0,801.0,784.0,82.0,82.0,77.0,77.0,2023-08-03,10:42:54
136,2023-08-03 11:58:24,50.9367893,5.3056793,54.0,49.0,3.0,3.0,0.0,0.0,80.0,80.0,77.0,76.0,2023-08-03,11:58:24
136,2023-08-02 21:44:35,50.9363675,5.3073263,46.0,37.0,3.0,3.0,0.0,0.0,81.0,80.0,79.0,78.0,2023-08-02,21:44:35
136,2023-08-03 09:49:18,50.9364368,5.3066528,30.0,23.0,220.0,279.0,796.0,801.0,82.0,82.0,76.0,77.0,2023-08-03,09:49:18
